fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,BFGS,DE,Elitist,MLSL,Non-elitist,PSO,pred_t1,pred_t2,pred_t3,switch
2,5,4,1,0.3989249577533646,0.1948517264213087,0.5,0.4030892916718184,0.0165835462920699,8.869169023676611e-05,0.0012451010439255,0.0021924227155563,0.7129669181506927,0.9984851814875096,0.005731405826352,0.9994737125088904,0.2658884565499352,0.1002835641836623,0.1522495852304927,0.1747805267358342,0.0796347757046446,0.092802053774325,0.3913628094597801,0.1898700842696629,0.102396251555384,0.0844245330335232,0.0918876028465299,0.1103837812762766,0.2234338196113063,0.0235912623960522,0.0606053494566666,0.0976727557315958,0.1785351757463952,0.4682121750523366,0.4950578740346578,0.5131957962000722,0.5618172131176977,0.4689054035190265,0.4786533755022507,0.4947977401127292,0.5483037784038713,0.5712108790061126,0.7478753541076489,0.0680507369547143,0.8468468468468469,0.7324561403508774,0.6328158933761256,0.8305642144713739,0.9384586465876488,0.1415809325995319,0.8268249297834431,-5.98718824381554,-2.2152354833464303,-3.44157115018293,-3.614439531975989,-3.603152639065424,-2.138810330132333,-11.91701734805769,-11.234781688815648,-11.15199664749493,False
2,5,5,1,0.4129128356356641,0.2303433212968584,0.5,0.1721559307388889,0.01482150823525,0.0014107130480294,0.0006561935363153,2.8822316242264136e-05,0.4354383782746232,0.9970382002124364,0.377143476615139,0.9994526742636972,0.2175097276264591,0.0827789289998909,0.1568516303875815,0.3426443202979516,0.1018658197697498,0.1184326740441246,0.237601835007514,0.1201720505617977,0.0956442930840415,0.0702092118721877,0.0736521949833364,0.0968954022791574,0.16050347377046,0.0242778913372991,0.0463248737426621,0.0910522673880734,0.1538714165841984,0.3399522015893474,0.3563548389734695,0.3727238964000257,0.3788654926165234,0.3621060962778848,0.3553182029724126,0.3758223448196425,0.4093819278805701,0.4521806293339097,0.7592067988668557,0.1653323309290381,0.8468468468468469,0.7982456140350878,0.5639900883932198,0.7730511534506894,0.8775562568915334,0.166380110013469,0.8330438459365286,-5.852496215288323,-1.690227281602929,-2.593749402421426,-3.971402166592304,-3.2077728377150136,-1.7688197048338496,-11.784095152677317,-10.414174366538948,-11.592908064501506,False
2,5,6,1,0.6069118276463537,0.400341976008917,0.375,0.0752809211569016,0.0143087271282608,0.0004941653848844,0.0007929800942755,0.0002104645593245,0.8423863513938427,0.9987243591173374,0.0117630896225219,0.9998665475550308,0.2116731517509729,0.1454902388482931,0.0884638323006606,0.6441872838520885,0.1022628026994839,0.1958549509416111,0.5319939887684886,0.1177141853932584,0.2166064083277499,0.0367651730128187,0.0450961660657718,0.0579474978163606,0.0919334312907098,0.0175824332476941,0.0451456147327405,0.0816749557483474,0.1348371869003324,0.5685520410962361,0.6039026215540187,0.6250110065448976,0.6504338352536077,0.6417861634513696,0.6534913726450013,0.6785832531402423,0.737889512486225,0.5685306287472354,0.719546742209632,0.0182079167876811,0.7987987987987988,0.736842105263158,0.685244244457293,0.8796040791848336,0.9740531166526024,0.1319575656334365,0.8544687826690796,-5.973199613273558,-2.0405266183750146,-3.4376739776367904,-3.7197993693648175,-3.4496219930901635,-2.445983185328086,-11.989520507921137,-11.588222877561511,-11.793315243585957,False
2,5,7,1,0.3888719208327953,0.1866210593256562,0.875,0.2839767899609774,0.0142339024543705,1.2268767344032316e-05,0.0008643641079967,0.0111848079947346,0.3855596008019306,0.9959922771278148,0.019527819311202,0.9989961618387868,0.4455252918287938,0.0601483258806849,0.3617535360446985,0.0913806863527535,0.1056768558951965,0.0515913123418142,0.3234991695009095,0.2260358146067416,0.0698271536402908,0.1513320784541662,0.143005669246626,0.1719387962156992,0.3301502490097633,0.0421265659125199,0.0809970750347422,0.1460115010160134,0.2875515722310325,0.3333319258016162,0.3335626278863826,0.3522653045333862,0.4356732139144769,0.3321379382717241,0.3137488805611674,0.3374014198772734,0.430036370021269,0.6944458652102037,0.7592067988668557,0.1456005994904785,0.8528528528528527,0.7982456140350878,0.6536328494324435,0.8218137299646582,0.9314712617356008,0.1430014340844957,0.8112012759281525,-5.767855104599834,-2.2385713249343246,-2.80929106503864,-3.723944433046384,-3.863771171902541,-2.239090578136459,-11.283485816172885,-10.51535675862588,-10.91593878587913,False
2,5,8,1,0.4244972518872728,0.2250347186580444,0.625,0.3152860820478526,0.0144307762921185,0.0006611714730499,0.0015432386599541,0.0003267329739165,0.4272122754894566,0.998284844280816,0.0120268060686533,0.9998667321610226,0.0952010376134891,0.1905878503653615,0.0374033477459147,0.2627028465017292,0.2994839221913457,0.0336597904035397,0.2284267974373171,0.0927844101123596,0.1158101175399728,0.1640673667926247,0.2699964929830398,0.3350795381546309,0.6035716812207992,0.0540276662093706,0.1956172491985399,0.3401823058091122,0.6338710894426105,0.6014309552481826,0.6665615583444812,0.7045379650505504,0.8194361812515856,0.6274996690244967,0.664544901414694,0.7010552459056882,0.8277292740472852,0.554440752619026,0.7478753541076489,0.0191550055424346,0.8138138138138138,0.7850877192982457,0.6987280274841143,0.8469170526266427,0.9432457775044863,0.1372861570882179,0.8367072801742282,-5.885311935688793,-1.9153165909372991,-3.0614865630104,-2.8024844577829984,-3.47113700026109,-1.4013463008518825,-11.98502723531922,-11.799339063597778,-11.656309807406496,False
2,5,9,1,0.358350712296022,0.1461158908618122,0.875,0.276235306427824,0.0145001552496784,0.0005881215324231,0.0014876561816003,0.0003578809386491,0.689551409253422,0.9987144477193156,0.0131592888423908,0.9997841976712558,0.1708171206225683,0.0652197622423383,0.1646439872749624,0.3124501197126897,0.1021040095275903,0.1103903402841285,0.2753302222573757,0.1455407303370786,0.0924956936445461,0.0510086454132522,0.0663282866127389,0.0782458663136833,0.1440430103706242,0.0175763759210543,0.0551759378565298,0.0923606937695883,0.1731542910056689,0.4269832963960335,0.4568863052795621,0.4705244211054898,0.4894190480318422,0.5048140046038808,0.5202722985709121,0.5393494086349133,0.595702131205131,0.5718860254566309,0.7422096317280454,0.0352003147148837,0.8378378378378377,0.8201754385964914,0.6496638632524849,0.8440044720730442,0.9408828648288534,0.1261626233310816,0.8362444906390143,-5.9938731712590245,-2.014191501183989,-3.209394442060981,-3.8840841895633424,-3.2887721973622166,-2.2746219228233016,-11.955195424177145,-11.501737689708117,-11.77317833768752,False
2,5,10,1,0.5136926131562183,0.3485151007275213,0.625,0.3882279929951698,0.0145549197353288,0.0003132505319811,0.0014709390418998,0.0007031773616508,0.4204425375876738,0.9975829861983052,0.004015814800977,0.999732863020265,0.2119325551232167,0.0877958337877631,0.1457938892957115,0.191540303272147,0.1899166335847559,0.0436528459464119,0.1516254053626512,0.0649578651685393,0.1057953957636154,0.0447631166161662,0.0537124992367542,0.0860630911072742,0.1848998067878,0.014488512710547,0.0394365623039812,0.0858196814526393,0.1834889672655042,0.5339467001403589,0.5671965901234033,0.5936749420992122,0.6393689637958693,0.553135267712002,0.5641625039702257,0.5905849935210467,0.6561816295602643,0.5313458633329371,0.7337110481586405,0.0409838367045679,0.810810810810811,0.692982456140351,0.6728507734237892,0.842022711040302,0.9348059206259908,0.1140300042142568,0.8164093297714987,-5.998506932841408,-2.3441043019985712,-3.663222117681494,-3.844674977495632,-3.844244084670169,-2.502771353905816,-11.988545935050524,-11.737942078163368,-11.720112699200572,False
2,5,11,1,0.3344154270413913,0.1345681468793133,0.75,0.226631412177915,0.0137320940968109,0.0004765585554298,0.0006133119107375,0.0001598190544436,0.4952931343773996,0.9959674528313665,0.0210589793198688,0.9993417346313948,0.300259403372244,0.1228051041553059,0.1378030209531343,0.2454110135674381,0.1680031758634378,0.0585270720027549,0.2968441034564582,0.0888342696629213,0.1544563424172879,0.1119565617753033,0.1655634365344437,0.2131452037847346,0.3240663238402454,0.0356990766192061,0.116911121621422,0.2088424008615749,0.3426464881222289,0.4825568563990836,0.5315740928727658,0.5641778965096539,0.616235562393326,0.5147456667820398,0.5427225595746973,0.5743500754409628,0.6560929056288249,0.5533930539497598,0.7337110481586405,0.0555577622111817,0.8468468468468469,0.7280701754385965,0.6633606996601227,0.8329333226737266,0.9029308312064576,0.1308382039165665,0.7809111600350105,-5.890292625507956,-2.1632470610781267,-3.434560520328194,-3.2902730749234737,-3.358750554043185,-2.196513744324112,-11.875741628910344,-11.760277718491562,-11.33260771905322,False
2,5,12,1,0.4460932369015797,0.2775191075267889,0.375,0.2459651392485821,0.0150103875828387,0.0002911805401595,0.0008914931221885,0.0004427051832154,0.5761922561571515,0.9965853454483622,0.17480650876135,0.9991921663263454,0.1944228274967575,0.0677282146362744,0.1736943578918107,0.2986166533652568,0.0982929734021436,0.1104074127517446,0.1677608162619631,0.1356214887640449,0.0600757470561259,0.0567290788793805,0.0620524215176037,0.0684420354747367,0.1468120457868208,0.0138237816987727,0.0359914970072454,0.0578849952325737,0.1188257561369471,0.3190969764796574,0.3362548434753593,0.3405182272396003,0.354604786730629,0.2733331018499904,0.2787159342756632,0.2834677332294152,0.3085312228457935,0.51025393679785,0.7422096317280454,0.0599676939144709,0.8648648648648649,0.7807017543859649,0.6185611066445487,0.8007851095706655,0.9132046170993202,0.1484389091010556,0.7985406887606523,-5.976029384707275,-2.14712266381685,-3.2464304179023884,-4.253960300930851,-3.653077660678958,-2.2606458959320683,-11.969858960815785,-11.332619361208032,-11.72224595012874,False
2,5,13,1,0.3349724963907346,0.12911133333846,0.875,0.3693112738981618,0.0149845833309585,0.0002192549988635,0.0007987362757604,0.000535365374095,0.5877986225918949,0.996730441306922,0.0453057133570907,0.9990058530381132,0.0993514915693906,0.2859090413349329,0.0219780707511017,0.4893588720404361,0.2154823342596268,0.0784584420414136,0.5751008463181208,0.0961200842696629,0.2763399830724601,0.2912811484079816,0.4037520922202102,0.4856284681481316,0.5191527972809229,0.0862805024555319,0.273857625580317,0.4477907264148612,0.4328062747138444,0.5486196767348432,0.6269524599533749,0.6790970417167569,0.6973084662079683,0.5678679962066568,0.6253761935115038,0.6660491012223332,0.6754930732889513,0.5167428755472809,0.7393767705382438,0.0287381269053399,0.8468468468468469,0.7061403508771931,0.5778115796431262,0.8054247598751627,0.8915113060173165,0.1620096085456348,0.7966785366198738,-5.598232627683347,-1.4076957229090126,-2.067519244433893,-2.6767768643577523,-3.461202006207412,-1.074289192654302,-11.501925204530352,-10.76964841576216,-11.494707026320636,False
2,5,14,1,0.3537971258704366,0.1488403611071741,0.625,0.34935770785668,0.0137719643117614,0.0002808674211178,0.0020600238127332,0.0011237993702614,0.6579406454201352,0.9967739279489594,0.0216059525935929,0.999477780454914,0.2651102464332038,0.062656778274621,0.2320024778614993,0.2956903431763766,0.1202064311234617,0.0917255580303051,0.2133196235070791,0.1976825842696629,0.0514293691374021,0.0585166449644512,0.0821730769135308,0.115493173046765,0.2531418125226247,0.0168372351342911,0.054464516807391,0.1031725827334211,0.2089122314188868,0.4605585446385134,0.4958964846541447,0.5213889718310436,0.5834203595104199,0.4628680025995683,0.479269200624802,0.5025302788098747,0.5690004506691053,0.6063752700849327,0.7478753541076489,0.1020960662184284,0.8288288288288288,0.8070175438596492,0.6457056861054329,0.8427351425546472,0.9388147463876424,0.1348055705247025,0.850890902600838,-5.779254654881396,-2.3115359510214577,-3.640290646963898,-3.694115056278552,-3.640880542224757,-2.509888446529133,-11.979274342568264,-11.365259609143786,-11.415355900545366,False
2,5,15,1,0.4420749736999399,0.2465771091510743,0.5,0.3343504021129423,0.0141893250875755,9.379841048872288e-07,0.0016511715914817,0.2805532202022576,0.5853258198267726,0.996958508795168,0.0060510514245297,0.999688752085306,0.3867704280155643,0.1078634529392517,0.1918582864606411,0.7746741154562384,0.1568082572449385,0.1575025282895557,0.3382899628252788,0.0847963483146068,0.1818837438423389,0.0769707173502146,0.1000531099395405,0.1572589398143626,0.2559423871852422,0.0264006617671342,0.070575652327772,0.1526838565719498,0.2523973875216818,0.5536458270568068,0.5920253945600374,0.6275270145323892,0.6759767762178004,0.5787514825549849,0.5914935979939371,0.6254388621838811,0.6929438568149402,0.5369232794590657,0.7365439093484419,0.0246826845093312,0.8318318318318316,0.7763157894736843,0.6490689341025919,0.8273328844043941,0.9201223859839448,0.1336510129223168,0.824290085789308,-5.615325472278876,-2.07031879648748,-3.3984022881881497,-3.716423122044119,-3.9589148838518784,-2.1035507975266063,-11.839332391331205,-11.71785111752035,-11.513948013715003,False
2,5,16,1,0.6156465517872475,0.4617119162112826,0.5,0.1732584753690948,0.0140605314989084,0.0007382710584532,0.0015544853518494,0.0002903064917749,0.5026723433370184,0.9985312424480453,0.4882679322117757,0.9997476824238324,0.1651102464332038,0.0802159450321735,0.1335657676608991,0.3000798084596969,0.0253275109170306,0.2919282587997688,0.1034564581191172,0.1152563202247191,0.0442000493380496,0.0247754075712786,0.038838681379962,0.0559936904244996,0.0990033540789112,0.007051293253759,0.0218799779988347,0.043301559032568,0.0845116261253706,0.3312425392341737,0.3568032548600333,0.3698530531877037,0.3618559505810632,0.3104295793324208,0.3183142307495909,0.3293597870025501,0.3450460234485328,0.4597788370095912,0.7422096317280454,0.1250538587171742,0.8618618618618616,0.7192982456140351,0.7010237291342898,0.842344613520845,0.943768411855266,0.1381477249315977,0.8435492287720787,-5.95376150027026,-2.6149432902172784,-3.664784464072269,-4.95936384919315,-3.813744438406027,-2.868192377125427,-11.687837839538515,-11.00663772534471,-11.340638325025331,False
2,5,17,1,0.5612162783983874,0.3707232068117715,0.5,0.4016862683417841,0.0146626882118199,6.729630697752352e-05,0.0024029316444761,0.0056463403400187,0.7286108982201862,0.9984935946535568,0.185614484086564,0.999584992886091,0.2058365758754864,0.2157269058785036,0.0561482685815661,0.6202447459430699,0.2118300913060738,0.097730483257003,0.3795776318911651,0.0721558988764044,0.2300383354386622,0.0383652145902946,0.0523935703627215,0.067017337173958,0.0956052714410416,0.018340575744082,0.053017656686494,0.0907873227852357,0.1304215084096994,0.4753475203319203,0.5076106134927316,0.5251015290317377,0.5320266699838965,0.5851122793204602,0.5984358747046612,0.6210288984534603,0.6699011298418506,0.4569270469568895,0.7308781869688388,0.0223022329664013,0.7837837837837839,0.7149122807017545,0.6417110847234193,0.8549359240075516,0.9240366484850828,0.1246410443362626,0.8443642046386316,-5.961670576744985,-2.0817447948662537,-3.168438339463196,-3.972619749732659,-3.476125389455824,-2.325473838891788,-11.972983057231538,-11.811289573876602,-11.715741673019442,False
2,5,18,1,0.4674769215473724,0.3008407332556386,0.5,0.3699730317486805,0.0147962676362349,0.0010103772216801,0.0014108585951336,0.000177258685298,0.5651410132710368,0.9972614035658472,0.0339670154729856,0.9985440230031232,0.1591439688715953,0.0777620242120187,0.1341971501357785,0.5786113328012769,0.1021040095275903,0.1791686377011584,0.268132563473859,0.0836551966292135,0.1470734904923591,0.0094276592809466,0.0165014292215641,0.0254265885655839,0.0688368622679643,0.0032773206065268,0.0120291424165389,0.0248563331251109,0.0713453070487751,0.2595802093093263,0.277376379285701,0.281920455586393,0.2628369976565093,0.3590429308752115,0.3667329231200975,0.3772477289383331,0.4029358879276317,0.4500738877127868,0.7535410764872523,0.0334598911923931,0.8348348348348349,0.75,0.5316899256348084,0.7868594340518988,0.863029189921064,0.1396153490577638,0.813248976000673,-5.935786483023106,-2.0818115044599934,-3.0627897205046515,-5.096767297001087,-3.746141520320296,-2.1949721630059207,-11.472212761066606,-11.110275497549228,-11.635610853328172,False
2,5,19,1,0.2883265786160334,0.0982558926746557,0.75,0.2012154436159379,0.014404860732639,0.0002381131896888,0.00044962611526,0.0002556707776309,0.4589083504239441,0.9944434333729896,0.0112848384756041,0.9980941052726656,0.1591439688715953,0.0651106990947758,0.1575080308938584,0.8547486033519553,0.1202064311234617,0.2177897431099383,0.1475915526378233,0.1470330056179775,0.0483793531577407,0.0400946631147423,0.0529182651180294,0.0532340763377748,0.1063379429131355,0.011569981079562,0.0317009993959083,0.0455464296794491,0.0885779417845443,0.2802498254295422,0.3014638487621605,0.2997105186748114,0.2898499911307907,0.2574659935083219,0.2637430470615787,0.2630319906030953,0.2721291232701733,0.5618248552284164,0.7337110481586405,0.1188707697592418,0.8768768768768769,0.7719298245614035,0.6784539939741301,0.850304079967273,0.9429070665990438,0.1266336986985749,0.7584176185611573,-5.850416117731038,-2.2457998276261915,-3.8797955301690847,-4.640199115323264,-3.835597652305962,-2.975678390603097,-11.268945580644974,-10.394161503798063,-10.540900328922548,False
3,1,0,1,0.0936511401458947,0.0169336877695972,0.5,0.4253920630289429,0.0136912509584795,1.9425569481022767e-09,2.444579807306025e-08,0.0019697750733516,0.4881845061737176,0.7245515183290322,0.0003178131062661,0.816101377823219,0.1591439688715953,0.0727451194241465,0.1426372966171523,0.590316573556797,0.0578007145692735,0.2870505203239449,0.4170687336866249,0.3572682584269662,0.055325049597811,0.0047773121260597,0.0076572112727324,0.0107697573837442,0.0293408549667657,0.0018180811869755,0.0057139171863326,0.0115236162458242,0.0298569495418117,0.4786981260878324,0.5076110767544366,0.5209549857802316,0.5243596150070935,0.5099557139042726,0.5183396439386703,0.5341531153889256,0.5662776141544157,0.7833077148336449,0.2096317280453257,0.000427199383076,0.4864864864864864,0.7236842105263159,0.6763058468128369,0.8390663596364787,0.9422023232675694,0.0942117982831615,0.5852121069301948,-1.351729029704296,-1.3769636646090666,-1.5127852682795162,-1.3047224356714835,-1.4971903338913537,-1.5574477135785032,-1.5621581033058607,-1.4273574611433273,-1.5788129330018164,True
3,1,1,1,0.0993973877043927,0.0168430536645375,0.375,0.5027456063743704,0.0136912701838401,3.343601492626016e-08,4.352971562841143e-08,0.0001627679237974,0.5519247590107247,0.7651304670135802,0.0011610888946348,0.8549405944372281,0.182490272373541,0.0903042861816992,0.1278414150297583,0.6022878425113064,0.1058356490670901,0.179685370707005,0.4184924464130349,0.257373595505618,0.0803609773719894,0.0154844651664492,0.0228012060881124,0.0290943849037652,0.0530088711478815,0.0073673659563838,0.0248328016799823,0.0450807312161781,0.0829579980076573,0.5718781102996021,0.607692857595392,0.6272841643612623,0.6503675117395651,0.6440136466399278,0.6567973397136292,0.6806547047803908,0.7376421427283808,0.8152833729250974,0.2237960339943342,0.0005791122512116,0.4924924924924925,0.7061403508771931,0.6063576520397973,0.848183354842494,0.9367801663666876,0.0954416071237843,0.6458369803101831,-1.3799379227859652,-1.2952692779193815,-1.3363685436499946,-1.318136053282292,-1.3515107284332455,-1.364987121259224,-2.0127512133375367,-1.9017025443750133,-1.5353401645920448,False
3,1,2,1,0.1719844312233907,0.0598682547607545,0.625,0.5972274315787124,0.0136912709190605,3.451245066768973e-08,4.3201690293144053e-08,0.0001547627602491,0.6833626171835161,0.792799617929571,0.0002841703421974,0.8605756228255269,0.1591439688715953,0.0827789289998909,0.1266226597037764,0.6203777600425645,0.0507344184200079,0.3288619162266956,0.4288539112552401,0.4441713483146068,0.0437493163288623,0.0093715310840977,0.0128340078423158,0.0183113342718737,0.0484625712497266,0.0034297436426834,0.0101253835421958,0.0204218457394666,0.0444160301059682,0.5011418328351163,0.5315325548817529,0.5470249114017262,0.5596544967568751,0.5364161075106073,0.5456367402366019,0.5636572373662034,0.6018377224248777,0.7881999493352003,0.2181303116147308,0.0005791122512116,0.4954954954954954,0.6447368421052633,0.6867198144188253,0.84158798864051,0.9472078315849491,0.089489078976982,0.6174873009853832,-1.383003253007275,-1.3360306630722645,-1.343923297532995,-1.2998971199121072,-1.2771434677262856,-1.3993992691555956,-1.2452459028873837,-1.348353204397553,-1.2706154053048424,True
3,1,3,1,0.1026936165517067,0.0177377114989824,0.25,0.6044447391839733,0.0136912630649516,1.1501391971008384e-08,4.9005327054898994e-08,0.0006354815318231,0.697530571657009,0.8416843435032053,0.0001233070097139,0.8915090306760985,0.1591439688715953,0.0702366670302104,0.1472297292614292,0.5663740356477784,0.0874156411274314,0.2005227125346996,0.4366052360990272,0.2002282303370787,0.1088900292840987,0.0042842110474099,0.0060694446575086,0.0085979315651703,0.0198004228057809,0.0016990873313865,0.0050883358981979,0.0099353323730173,0.0236019739725803,0.464375814583677,0.4919238517358129,0.5041787496263956,0.5012180042992719,0.5232642431285257,0.531749248014669,0.5480048117924564,0.5804916002633571,0.7523601646959763,0.2096317280453257,0.000331528220676,0.4714714714714714,0.6447368421052633,0.6314159366823742,0.8415516727296257,0.9462397432285206,0.0804016642215651,0.6579206355432643,-1.5464214493412294,-1.5650754612139377,-1.5928433468291516,-1.7165069483887443,-1.5295356184155868,-1.5978411663106673,-2.0774260246048666,-1.9163675426093727,-2.066184289814046,False
3,1,4,1,0.1466041729104621,0.0324011109611902,0.25,0.4113844000542715,0.0136912163446795,5.666875302414127e-08,5.056653953392827e-08,9.725037442901596e-05,0.788375232845861,0.8177925179673603,4.0715774063869526e-05,0.9065708464452392,0.1591439688715953,0.0903042861816992,0.1166135116329164,0.5544027666932697,0.1058356490670901,0.1676729144728646,0.3508660919085659,0.2370962078651685,0.072439951130758,0.0039194659885211,0.0056914372060288,0.0077630248337177,0.0199611986896985,0.0017165868286235,0.005045925281861,0.0098096617833584,0.023185262401839,0.545753561979134,0.5785682861691048,0.595522763128035,0.6096339614305506,0.6002183233752199,0.610330186592981,0.6306426844685193,0.6758279108381358,0.7069401419579822,0.2152974504249291,0.0004494202526576,0.4744744744744743,0.6447368421052633,0.650998969890201,0.8507563483931784,0.9403699825681964,0.0862000284672908,0.6650350308308628,-1.4680440549245517,-1.4713785621320106,-1.6127347473668787,-1.4836825919464476,-1.5349037959448129,-1.5404753326441043,-1.6620333153595652,-1.4966742282995478,-1.688495769101878,True
3,1,5,1,0.1019587285823023,0.0195444984109103,0.5,0.4648080960995939,0.013691219549467,6.048677179775537e-08,3.088361157007675e-08,3.638141826705801e-05,0.5402141194981681,0.7684444921181096,0.0003066227818235,0.8268291175242776,0.1591439688715953,0.0576398734867487,0.1750840562899204,0.6029529130087791,0.1054386661373561,0.1804330287789345,0.4293284821640434,0.4015098314606741,0.0497251916606059,0.0077558962035212,0.0132157031563529,0.0187688016180341,0.0548921858674666,0.0027846811649069,0.0094273579815205,0.0210397022571324,0.055299196953201,0.4897569843359019,0.5203021765295652,0.5352287203555866,0.548635392143297,0.545074026486228,0.5548560556448043,0.57386424018255,0.6170087250921104,0.829966800632123,0.2209631728045326,0.000427199383076,0.4894894894894893,0.6447368421052633,0.6401020773427544,0.8416953529615798,0.9210578822108352,0.0904278384745959,0.5618253900862653,-1.450841340309423,-1.3194127645527869,-1.4566340339844674,-1.31202518134832,-1.4800952257693478,-1.3903574637788167,-1.67156075644722,-2.0612474282564404,-1.7293259842065447,False
3,1,6,1,0.262166932514295,0.1158076294504032,0.25,0.3559209210517273,0.0136912485130361,9.540558743154012e-09,3.1465133055227544e-08,0.0004823607944815,0.5391572295342866,0.8566607651769627,0.0001165394588761,0.8870042922738002,0.1883268482490273,0.5135238302977425,0.0152271926800745,0.5544027666932697,0.7698292973402142,0.0216246362421418,0.8800126552242349,0.6000702247191013,0.0721128562519432,0.4471015970174902,0.4388006163775164,0.4587990959269865,0.5249357091822383,0.1719427731527443,0.3572445018406033,0.5399778797678338,0.6232259135001379,0.662434525893125,0.6795520565738649,0.7002986431570888,0.7413540009682099,0.7251949410075378,0.7102674202665676,0.7385154214209708,0.8036310870743271,0.8110427142134893,0.2152974504249291,0.000472796945606,0.4924924924924925,0.8070175438596492,0.694251118712442,0.8220388647865322,0.9180164713808276,0.1261847515405496,0.48382505468531,-1.2926759646196977,-1.0639755797016557,-1.093277052562319,-0.7136142196820521,-1.1228017830334074,-1.1081332417796634,-1.3312165527971866,-1.265396881660793,-1.2734207019660142,False
3,1,7,1,0.1837554762540161,0.0516714248200081,0.5,0.5170005332316783,0.0136912500376401,3.27206364710448e-08,3.985214540495689e-08,0.0001494022795751,0.7002573546541775,0.8962551541174392,0.0003163382290165,0.9231366324204692,0.1708171206225683,0.3927363943723415,0.0215622408477454,0.5963022080340517,0.527749106788408,0.0364427489106252,0.5358696511903822,0.3930828651685392,0.0661972060991342,0.2362757108803384,0.2822392086091836,0.3133156749042383,0.3736469645215258,0.083782857809768,0.2045055538274124,0.3135044871377009,0.3791095070952748,0.5068405707655136,0.5496571576458591,0.5734200509562899,0.5975701317918092,0.5520179733312189,0.5643511729588035,0.5863136563050118,0.633955353782143,0.8019128141581042,0.2152974504249291,0.0006092349016879,0.4924924924924925,0.7236842105263159,0.6753658861412275,0.8180276385269789,0.899519941058043,0.1201067581591343,0.5665215783547322,-1.3431995212791907,-1.2498299464871443,-1.2652749790616782,-0.9660288660754004,-1.195340593506539,-1.6117220547879625,-1.3704762894271034,-1.4197167544176432,-1.3563879801675134,False
3,1,8,1,0.195793517761979,0.0708031168498223,0.375,0.4398367556552759,0.0136912721590567,9.224588235635e-09,4.6771100096065846e-08,0.000764899594675,0.5428825692835537,0.8504514173573371,0.0001047243127531,0.8990313187107389,0.1591439688715953,0.0827789289998909,0.1266226597037764,0.590316573556797,0.1021040095275903,0.1821933704211477,0.5425927390650954,0.2613237359550562,0.1046624831253783,0.0115920680786189,0.0171828228328657,0.0238424742218426,0.0465693394264009,0.0045843002579559,0.0145213961897186,0.0277331273561019,0.053498600232848,0.4813153567043918,0.5112635466564917,0.5261041269495973,0.531854514763809,0.5359300648372233,0.5459594065852973,0.5642797429512227,0.6029166146029206,0.8413575313429384,0.2152974504249291,0.0003859993482128,0.4774774774774775,0.7324561403508774,0.6805170417271869,0.8639957494508694,0.9417031208902652,0.0750205572637884,0.612381331790006,-1.751949530879045,-1.4962104194042505,-1.5681204585071813,-1.3998487315713202,-1.73385668664821,-1.5981242319383864,-2.210813093135202,-2.4419151719158725,-1.923336972204751,False
3,1,9,1,0.2171256594082493,0.0710608476557598,0.375,0.0883093242574854,0.0136912111749921,1.9030749669135352e-08,1.5620963091881108e-08,8.652260315859391e-05,0.6729526947399964,0.841576389401382,0.0003421720583117,0.8896799867879532,0.1708171206225683,0.2652415748718508,0.0375132477290657,0.590316573556797,0.5800714569273521,0.0323939013464722,0.6882860080677057,0.5170294943820226,0.0643637205722336,0.077242197396501,0.123569087634823,0.2767414058023003,0.4287526273620113,0.0170017357417146,0.0503642203415057,0.1786895761779878,0.386447274946639,0.4660566938806458,0.5120121669616924,0.5961490107239465,0.6729553633422085,0.4747806134463518,0.4881162613131486,0.5497562330818997,0.6672609556708408,0.7610428886370952,0.2152974504249291,0.0005232614103953,0.4894894894894893,0.7324561403508774,0.6270698145806224,0.794631201243734,0.8948197755483884,0.1181544606561996,0.5858993091680442,-1.2617847725054554,-1.1961763601101398,-1.2326729148178124,-1.0311089493291286,-1.2719905761863857,-1.2522185218213957,-1.5951560432735816,-1.5340100196957775,-1.2092322072756403,True
