16 3663.7594793585 8.0000000000 1.0000000000 1.8796919719 1.0000000000 6.3114214439 0.9978939309 2.9419529689 0.0332284089 2.4948870374 0.0281789436 8.6550872711 -1319.4899454726 27.9629007394 7.1657730322 -1.608321 -0.428551 2.186207 1.017110 -4.079653 0.182751 1.105515 0.522672 -2.992189 0.724118 5.000000 2.622189 -1.018346 2.780219 0.734742 -0.130987 -2.932391 0.146251 0.033936 0.295923 -2.495434 -0.559593 1.386823 0.116251 -0.610664 0.728013 -1.231604 -2.671783 -2.900690 -0.254479 -0.171365 -0.281945 -5.000000 -3.489235 2.559807 -1.322252 -0.503606 1.983615 0.274610 -0.341429
72 3646.4145500406 8.0000000000 1.0000000000 1.7073760014 4.0000000000 6.2734381671 0.9918170482 5.2401141231 0.1133389496 4.6206035779 0.0975956024 27.4587960230 -1190.2471492541 25.4691009631 6.5213553202 -0.396154 1.141839 1.709350 3.841695 -0.678394 0.043686 0.196282 1.815426 -2.263275 -0.427073 3.666173 0.244438 1.520863 1.486623 3.434565 -0.472806 0.445952 0.541283 -2.354019 4.766009 1.330215 0.475266 1.598978 -0.834905 -0.239816 2.437671 1.765926 -2.422731 -2.088608 -3.400815 0.684678 -2.739164 -3.217169 -1.309032 -0.327726 1.027699 0.760244 0.311370 -2.092306 3.259705
116 447.2561817527 8.0000000000 1.0000000000 1.6036583257 7.0000000000 6.2367869533 0.9859275255 5.1755894717 -0.0014298253 4.8061656189 0.0027856377 26.7867263791 -1161.2252731256 26.0713661074 6.6290137164 -2.077425 -1.468085 2.129494 3.202987 1.588427 1.690059 0.292281 4.169026 -4.105841 -3.757056 -0.114170 1.830212 0.503556 2.039375 4.293474 -1.420754 -1.796459 1.384032 -2.522959 2.763706 0.504184 0.562607 -0.581138 -0.664446 -2.200873 2.881949 3.316004 -1.181882 -0.762097 -5.000000 4.005377 -1.010819 -1.802803 1.674769 0.967631 1.939366 -1.821520 2.111743 -3.136100 3.273358
319 362.5122560080 8.0000000000 1.0000000000 1.2994063597 21.0000000000 6.0790234460 0.9603824042 5.4506301718 0.0095137704 5.1144322886 0.0214832361 29.7093692702 -989.3169457748 25.2142494131 6.4421840898 2.506685 -1.596392 1.023121 1.290840 1.385989 -1.861382 1.921486 4.607205 -1.793432 -1.023942 -1.823616 1.321198 -0.587459 2.331658 0.370026 -0.131620 -0.446717 -0.597405 2.549480 2.934053 -0.019535 -0.453240 -3.264942 -2.103627 -3.661254 -1.961719 1.974383 -1.824686 -4.489205 -2.434377 2.865711 4.036266 -4.347410 0.583202 1.940133 4.428156 -4.485656 0.899719 -0.094599 4.679559
1005 3624.4165930496 8.0000000000 1.0000000000 0.7613828425 67.0000000000 5.6126840801 0.8839898772 6.2899787078 0.1314631128 5.6925748609 0.0731618505 39.5638321451 -612.9134986950 26.1203477619 6.6532317679 0.934827 -1.000257 2.302977 0.653651 1.668818 -4.087825 4.287020 3.922802 0.777232 3.180563 0.328231 -2.937743 3.434040 -1.260102 -0.857335 -1.813860 1.759309 0.155286 2.351598 -1.637538 -0.177639 0.291688 -1.507041 -3.225360 -2.095653 3.328340 -3.444398 1.713377 -0.013040 -4.031922 -0.226216 0.701917 -0.943164 -0.661150 -3.916000 1.275560 -0.767774 0.262315 -1.518733 2.058687
evaluations raw_y rep iid sigma t d_norm d_mean ps_norm ps_mean pc_norm pc_mean ps_squared loglikelihood mhl_norm mhl_mean x0 x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 x14 x15 x16 x17 x18 x19 x20 x21 x22 x23 x24 x25 x26 x27 x28 x29 x30 x31 x32 x33 x34 x35 x36 x37 x38 x39
1 1399973.7102440344 9.0000000000 1.0000000000 0.7613828425 67.0000000000 5.6126840801 0.8839898772 6.2899787078 0.1314631128 5.6925748609 0.0731618505 39.5638321451 -612.9134986950 26.1203477619 6.6532317679 0.002217 -0.579088 -2.232133 -0.025766 -0.756723 -0.962271 -3.034662 -0.981744 -0.481361 -1.295895 1.271782 3.480235 0.593364 1.415007 3.645632 0.861538 3.085459 -1.801442 -0.274250 2.595158 1.350542 0.063916 1.836292 0.761019 1.032735 -0.710479 0.417554 0.656822 -0.996450 -4.183554 -0.165175 4.910365 -5.000000 -1.826559 -0.454629 0.538631 2.260923 2.084795 2.607621 2.778801
3 406.4331554083 9.0000000000 1.0000000000 0.7613828425 67.0000000000 5.6126840801 0.8839898772 6.2899787078 0.1314631128 5.6925748609 0.0731618505 39.5638321451 -612.9134986950 26.1203477619 6.6532317679 -0.931637 -0.554879 0.070999 1.696442 0.325997 2.417247 1.005042 -3.167644 2.046067 -1.306035 1.074090 -0.015954 1.849568 0.093217 0.284040 -3.307323 2.735984 0.050212 -0.790965 2.568775 1.122554 0.479451 0.959798 0.123506 -2.141025 -2.546420 1.840152 2.109837 1.080576 0.618127 1.941722 2.309448 0.845218 1.998418 1.767040 -1.060398 1.628270 -2.039768 -4.516474 1.359910
189 400.0450162167 9.0000000000 1.0000000000 1.3358714592 12.0000000000 6.1662408253 0.9746401725 5.7317773887 -0.0390525784 5.2718346547 -0.0199726695 32.8532720331 -1034.1031318831 25.7986469378 6.5908469108 2.100043 1.642023 1.922865 2.015522 3.929914 -2.702196 -1.006952 2.790177 -1.783633 -0.999843 1.817555 3.260055 -1.461833 -0.079741 -2.461258 -3.591912 -0.505550 0.572716 0.949402 -4.547872 3.005570 -1.393385 1.040458 -0.521048 -4.571891 -0.385494 2.984464 0.524816 -3.613498 -5.000000 -1.294775 -1.302190 5.000000 1.994375 3.409260 -0.428084 3.015720 -5.000000 1.780792 1.850518
531 367.0917828386 9.0000000000 1.0000000000 0.8579650441 35.0000000000 5.9069636382 0.9327559112 4.4390713677 -0.0255140303 3.8959097204 -0.0322693197 19.7053546073 -709.2292616833 25.0523696837 6.3605042804 0.003786 -1.415628 0.244785 3.014295 1.669471 -0.843292 -3.165475 1.551282 -0.527733 -0.718111 1.519956 2.519551 -1.685186 3.563582 0.002382 -1.454618 4.440392 -0.483516 2.635842 -2.532721 0.737515 -0.031472 2.904179 -3.089225 -0.630831 -4.618880 2.460346 -0.911775 -3.202167 -3.255698 -1.868754 -0.306478 3.603596 2.982715 0.832287 -2.943835 4.318180 -4.628155 -3.919891 4.376830
1005 4421.6778761119 9.0000000000 1.0000000000 0.6004482294 67.0000000000 5.5880792187 0.8804902309 7.7244796964 -0.2642178358 6.8661950855 -0.2273888190 59.6675865803 -431.2821694564 24.5075163058 6.2562757876 -2.504345 2.444444 0.841511 0.687382 3.621935 -0.198196 -2.529026 0.095486 -0.115772 -1.281520 -1.781867 4.305315 -2.466109 3.515195 0.595595 0.278855 5.000000 -1.385034 2.530310 -3.174170 -2.119180 -3.767469 3.756840 -3.204446 -1.663553 -4.904481 2.801133 -4.712817 -4.624620 -1.395698 -2.657848 1.841908 -0.931129 2.674536 0.537716 -2.823536 3.402599 -1.565660 -2.630634 1.476468
evaluations raw_y rep iid sigma t d_norm d_mean ps_norm ps_mean pc_norm pc_mean ps_squared loglikelihood mhl_norm mhl_mean x0 x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 x14 x15 x16 x17 x18 x19 x20 x21 x22 x23 x24 x25 x26 x27 x28 x29 x30 x31 x32 x33 x34 x35 x36 x37 x38 x39
1 419170.7125732662 10.0000000000 1.0000000000 0.6004482294 67.0000000000 5.5880792187 0.8804902309 7.7244796964 -0.2642178358 6.8661950855 -0.2273888190 59.6675865803 -431.2821694564 24.5075163058 6.2562757876 2.663173 1.430558 -3.090801 -0.016768 1.242672 -1.440171 0.531023 0.217097 0.008583 -0.349200 0.866052 2.406075 -1.930131 2.056548 0.457260 0.890275 -2.273204 0.270274 2.969074 -2.159610 -3.955457 -3.486745 0.532140 4.769935 2.247383 3.345244 0.198298 2.795993 -0.542496 1.226408 -0.534634 -1.098618 0.265417 -0.952284 2.616946 0.390027 0.800420 -0.675265 2.512945 -1.463939
5 45020.1418044568 10.0000000000 1.0000000000 0.6004482294 67.0000000000 5.5880792187 0.8804902309 7.7244796964 -0.2642178358 6.8661950855 -0.2273888190 59.6675865803 -431.2821694564 24.5075163058 6.2562757876 2.436298 -0.113041 0.921777 1.324748 -4.590207 -2.391859 -0.666202 -1.582782 0.548346 -1.029820 -3.422142 1.224595 2.200259 1.128705 -1.425599 -0.521719 1.096856 1.206398 2.013722 -0.588852 -2.841761 -1.357894 1.067770 1.487949 4.450099 0.234363 0.489229 -0.354598 -0.811459 1.563550 0.706955 -0.414559 -2.159395 -0.246140 -0.781964 2.510347 1.894252 -2.044621 2.334337 -1.143954
9 13085.4201537257 10.0000000000 1.0000000000 0.6004482294 67.0000000000 5.5880792187 0.8804902309 7.7244796964 -0.2642178358 6.8661950855 -0.2273888190 59.6675865803 -431.2821694564 24.5075163058 6.2562757876 2.202272 0.744245 -1.766922 2.316103 -2.407307 0.419678 -1.782374 -1.565375 2.159461 -0.925682 -3.030151 -1.077437 1.513244 -1.458798 2.429565 2.016566 0.146566 2.347465 3.725903 -3.967273 2.313378 1.218565 -0.646402 1.328291 0.793452 -1.152234 2.976437 0.280494 2.376634 -0.491491 -3.271173 0.489596 -0.470164 -2.521656 -3.383936 1.232902 2.539383 2.794676 1.068450 0.008204
32 4931.7716875578 10.0000000000 1.0000000000 1.8143900629 2.0000000000 6.2996778700 0.9960290643 4.0808346089 0.0633717733 3.5226716693 0.0569080797 16.6532111049 -1233.2162387313 25.5980731220 6.5163907169 2.450418 -0.613169 -0.351117 0.773415 -1.210921 -4.001398 0.274447 0.414773 3.206164 -0.298322 -1.360645 -3.634345 0.178055 -0.312255 0.689536 -0.811175 -1.826971 1.034891 -0.951881 -2.292334 3.694162 0.977183 2.370666 4.854956 0.598971 -3.552836 0.914425 -0.983536 0.735705 -0.199698 -1.398194 -0.430738 5.000000 -3.181791 0.188048 2.775027 1.592811 -2.726434 -2.031590 2.346027
36 3074.7367740380 10.0000000000 1.0000000000 1.8143900629 2.0000000000 6.2996778700 0.9960290643 4.0808346089 0.0633717733 3.5226716693 0.0569080797 16.6532111049 -1233.2162387313 25.5980731220 6.5163907169 3.266436 0.099939 -3.551058 0.483645 0.264526 -4.857884 0.365472 -1.236922 -0.057086 1.737506 2.161459 -0.822326 2.898406 0.955676 1.947196 -0.464535 1.014075 1.352109 5.000000 -1.631398 1.220721 -0.662073 -1.369727 2.066006 -2.107862 0.171887 -3.221924 2.212477 0.189654 -3.785792 0.525559 3.666100 -0.346388 0.757601 0.542020 3.235987 3.380182 -0.173082 1.403502 -1.300348
64 2284.6349410674 10.0000000000 1.0000000000 1.7025498951 4.0000000000 6.2750442986 0.9920826311 4.5515296622 0.0010814567 4.0977131350 0.0080198831 20.7164222659 -1169.8248313462 24.7431841424 6.3475735012 2.314635 -2.538124 -2.083961 1.441830 -0.895854 -1.645938 0.643667 -1.833006 2.138148 0.985342 -1.296594 -5.000000 3.252803 0.793313 -2.123118 2.492741 0.997319 4.231721 0.425158 -4.139678 0.379742 0.667652 -0.019958 1.236589 -1.335880 -1.843887 1.472729 -1.710306 2.015140 -0.074689 0.966586 1.066682 -0.209813 0.984812 3.318917 2.387119 1.049554 -1.922605 -1.986779 -1.056720
122 2068.9123399451 10.0000000000 1.0000000000 1.4398700533 8.0000000000 6.2219761803 0.9835960607 3.9121750687 0.1562208899 3.4862981682 0.1446465416 15.3051137682 -1081.2100591288 25.5607484788 6.4878819436 2.956796 0.628008 2.616398 0.730368 0.494782 -4.563546 1.420348 -2.250746 1.593422 0.950102 -0.316709 -1.138874 4.559460 1.817180 -0.393344 4.771086 0.880335 1.430638 1.334036 -4.039112 3.762048 -0.110692 -1.413657 0.379463 -0.982420 0.029651 2.775373 -1.287758 0.912552 -2.030050 2.655380 1.963154 0.128699 -3.993161 0.683324 -0.239171 0.629278 -2.799922 -0.796865 1.189774
193 513.7727104095 10.0000000000 1.0000000000 1.3373463624 12.0000000000 6.1738081277 0.9758536246 5.4873263666 0.0685883657 4.9561378863 0.0763255659 30.1107506541 -1031.3876366396 25.6336157847 6.5169293860 1.139924 -0.575280 -1.963921 -1.506063 -0.718835 -1.377323 3.759980 -3.099936 1.265798 5.000000 0.716390 -0.281125 0.500028 2.441366 -5.000000 -1.289609 -0.921790 2.226707 3.985893 -3.721920 3.918233 -2.629222 -0.309926 0.298308 2.667169 0.142842 0.240887 3.556863 4.594240 -2.339161 0.938946 3.531471 0.118863 0.120492 0.804252 -1.666004 0.367417 -3.591068 -1.457228 -0.423345
194 441.7565219094 10.0000000000 1.0000000000 1.3373463624 12.0000000000 6.1738081277 0.9758536246 5.4873263666 0.0685883657 4.9561378863 0.0763255659 30.1107506541 -1031.3876366396 25.6336157847 6.5169293860 1.064283 -0.283630 -3.032153 -2.396507 -1.653719 -0.844501 1.791501 0.142636 0.458010 0.029750 1.074808 -0.681428 0.919050 3.292156 -5.000000 2.753651 -1.117188 1.194626 1.530208 -5.000000 3.973730 -0.202430 0.008436 0.009923 1.879680 -0.445143 1.377044 3.730875 3.869195 -0.657388 3.708674 5.000000 2.386244 -0.942428 1.867990 -1.703756 0.182155 -5.000000 -0.117351 -1.702351
218 390.5176137690 10.0000000000 1.0000000000 1.3321879740 14.0000000000 6.1522593821 0.9723357698 5.8670761247 -0.0683701171 5.5145167336 -0.0379887524 34.4225822526 -966.0640334076 23.1290846092 5.8782683947 -0.600763 -2.321450 -2.905228 -0.936546 1.839386 -1.398168 1.505427 -1.201829 -0.674780 1.880280 0.881427 -3.754755 1.324527 2.589965 -0.796087 0.878676 0.853862 1.237435 -0.820067 -2.470634 3.320780 1.037502 0.836737 -1.773176 1.236949 0.719495 1.044912 3.055787 2.765612 -0.498768 2.686715 5.000000 1.513861 -1.196464 1.597114 -2.468366 -0.387635 -3.907087 -0.724130 1.275130
1005 499974.8736570972 10.0000000000 1.0000000000 0.8567953877 67.0000000000 5.6193955948 0.8851131664 5.2348206838 0.0363677907 4.6279016439 0.0379797157 27.4033475920 -669.3383730046 25.4089159208 6.3971699514 1.696486 -1.049431 -3.115999 1.526075 -0.062094 1.952688 4.177865 0.991049 -3.340368 1.759446 2.498340 0.274262 -2.046675 4.326078 -4.787797 -1.866409 -2.093260 2.797315 -4.423073 -2.864156 -0.181401 -0.005409 2.857284 -5.000000 3.392032 -1.530058 -2.410911 -3.109259 1.886793 -1.096236 -1.601148 0.172309 5.000000 2.390458 -3.466558 -3.516931 4.468663 0.241534 -3.280535 0.733002
evaluations raw_y rep iid sigma t d_norm d_mean ps_norm ps_mean pc_norm pc_mean ps_squared loglikelihood mhl_norm mhl_mean x0 x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 x14 x15 x16 x17 x18 x19 x20 x21 x22 x23 x24 x25 x26 x27 x28 x29 x30 x31 x32 x33 x34 x35 x36 x37 x38 x39
1 8389331.0687870868 11.0000000000 1.0000000000 0.8567953877 67.0000000000 5.6193955948 0.8851131664 5.2348206838 0.0363677907 4.6279016439 0.0379797157 27.4033475920 -669.3383730046 25.4089159208 6.3971699514 3.498909 -0.572146 -0.969130 -5.000000 -0.016569 -0.639263 -1.073259 0.630805 0.842101 -2.131206 -1.772479 -0.951467 1.379365 1.122384 -2.611097 -2.238951 1.473675 3.149268 -0.062150 -1.366893 2.191259 -0.619153 1.451504 3.098143 1.260160 0.146986 1.464543 -1.285151 -0.356186 -1.147909 -0.408751 -0.972990 -0.371551 -0.761073 0.177955 0.127343 0.592694 2.805542 -3.093725 2.591237
2 1300453.9448383043 11.0000000000 1.0000000000 0.8567953877 67.0000000000 5.6193955948 0.8851131664 5.2348206838 0.0363677907 4.6279016439 0.0379797157 27.4033475920 -669.3383730046 25.4089159208 6.3971699514 -0.474501 -2.464692 -0.344840 0.183677 2.135117 -2.123269 0.434696 0.235639 -3.368222 -2.371511 1.200204 1.391135 2.175422 1.067643 0.790424 0.245735 2.418203 -1.686132 -0.283787 0.770708 -3.154989 2.621887 -1.585730 -0.143499 4.313349 -1.658875 -1.058744 3.123407 -2.160388 -0.864115 1.032168 0.910786 1.187372 0.741013 2.690756 2.031884 1.190557 -1.365603 -1.427120 -3.816579
4 16282.8420963066 11.0000000000 1.0000000000 0.8567953877 67.0000000000 5.6193955948 0.8851131664 5.2348206838 0.0363677907 4.6279016439 0.0379797157 27.4033475920 -669.3383730046 25.4089159208 6.3971699514 -3.064285 0.437737 0.371327 3.665553 -2.257789 0.033994 -0.848858 -0.265820 3.318409 0.757281 -0.929132 0.307682 1.532321 -1.988055 -0.528685 3.084418 1.712304 -0.089605 -0.954978 -0.308131 -3.102159 1.886072 0.682307 0.276546 -2.594845 -1.429925 1.028959 0.515433 -0.993461 1.010044 1.877566 -1.350041 -1.061716 -1.739724 -2.310528 1.593344 1.020056 0.677428 -2.344240 -2.091935
61 13643.9401536533 11.0000000000 1.0000000000 1.7005756603 4.0000000000 6.2770711749 0.9923830582 4.9560299612 -0.1707525124 4.4204221101 -0.1504389350 24.5622329762 -1187.3015382389 25.4390038721 6.4850239664 0.941757 1.922248 -5.000000 1.543060 -1.653501 1.100842 -1.270156 -2.332921 5.000000 1.456454 -1.691179 1.358355 -1.533972 1.317694 -3.960118 2.415110 0.782973 -1.370841 1.817717 0.647796 0.369829 0.642729 5.000000 -0.928096 1.879996 -2.987596 -1.935093 -0.927430 -3.107424 -1.112001 0.689586 -5.000000 -1.888936 0.188440 -3.753043 -0.882221 0.644896 -2.039814 -3.494064 -4.093661
69 9070.2608030981 11.0000000000 1.0000000000 1.7005756603 4.0000000000 6.2770711749 0.9923830582 4.9560299612 -0.1707525124 4.4204221101 -0.1504389350 24.5622329762 -1187.3015382389 25.4390038721 6.4850239664 2.271241 1.607686 -3.194070 0.078393 1.429062 0.470633 -1.752995 -4.024083 2.036314 -0.055791 2.803363 -0.738348 -1.199309 2.129585 -1.000436 -0.243607 3.407245 0.897198 -1.687380 -1.613558 -0.191452 -2.971727 2.393536 -1.628025 1.679193 0.621985 -0.379237 0.404365 -3.138129 -0.203399 2.691187 -3.284071 -1.972220 -1.494121 -2.990366 0.146627 2.051329 -1.541562 -0.361393 -2.681605
122 496.0985396288 11.0000000000 1.0000000000 1.5509593647 8.0000000000 6.2273209413 0.9843791911 5.0298422963 -0.0026463848 4.6701582474 -0.0153761114 25.2993135258 -1107.4310159190 24.7431267511 6.3286040724 0.240095 5.000000 -1.591312 0.498379 0.939415 -3.402966 0.669052 -2.375642 4.127265 2.083356 3.111063 -1.565109 -3.660121 -0.286027 -1.874134 0.236427 1.270759 -3.423286 0.288249 -2.458269 -0.955676 -2.455464 3.011398 -0.363179 2.220486 1.698538 -2.977579 1.745081 0.118415 -3.893443 5.000000 -4.565609 0.849947 2.651290 -1.644993 -0.011685 2.433478 -2.383725 -2.921069 -2.769948
316 346.2658726826 11.0000000000 1.0000000000 1.2750778564 21.0000000000 6.0853488442 0.9613541871 5.8353148015 -0.0551899641 5.2128333842 -0.0167213664 34.0508988322 -945.3323881777 23.8807055574 6.0562737479 1.406727 2.877002 -2.520306 -1.481158 -4.076741 -3.431701 -2.468588 0.300340 5.000000 2.856866 1.389660 -0.889231 -3.078609 2.432087 -3.470199 -0.706450 0.909499 -3.210680 0.818543 -3.333877 -0.394313 3.351966 4.556840 2.002994 3.728793 -1.576704 0.252467 1.680386 0.586072 -2.801604 0.072409 -2.654954 -4.867876 1.453662 3.663111 -1.671200 1.448162 1.133509 -2.166941 1.299337
1005 447023.5883511422 11.0000000000 1.0000000000 0.7081191762 67.0000000000 5.6090168726 0.8835251688 5.9335443512 0.0772296266 5.4414233808 0.1021890525 35.2069485683 -576.8519175347 26.3644891676 6.7328525168 0.375757 3.456681 -3.916084 -4.228161 0.730547 -2.125035 -1.551622 -0.102441 2.890338 -0.710842 3.776377 -0.557112 -2.107242 2.239332 -4.261747 -0.227628 -1.144842 -1.492952 1.869480 -4.652155 -1.468980 -0.559496 2.622229 3.476044 2.790507 -0.523848 3.397048 3.625725 -0.180822 -2.463301 -0.006821 -4.100436 -1.326796 1.501825 2.199322 -3.636174 2.918385 -0.811365 3.003284 -1.553655
evaluations raw_y rep iid sigma t d_norm d_mean ps_norm ps_mean pc_norm pc_mean ps_squared loglikelihood mhl_norm mhl_mean x0 x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 x14 x15 x16 x17 x18 x19 x20 x21 x22 x23 x24 x25 x26 x27 x28 x29 x30 x31 x32 x33 x34 x35 x36 x37 x38 x39
1 24450394.7663366534 12.0000000000 1.0000000000 0.7081191762 67.0000000000 5.6090168726 0.8835251688 5.9335443512 0.0772296266 5.4414233808 0.1021890525 35.2069485683 -576.8519175347 26.3644891676 6.7328525168 0.945972 -1.362852 0.484879 -3.401471 1.506286 -3.069443 0.010254 -0.240455 -1.613964 5.000000 -1.195646 0.944914 2.191912 -2.430338 2.684713 -0.244300 2.025031 -1.827738 -2.059060 2.419593 1.003745 0.277692 1.281522 1.054665 -2.308720 -4.426667 -3.363513 -3.576189 -4.437070 -1.294862 -1.056809 -0.078418 0.429952 -0.768718 -0.507808 0.146504 -1.994408 -1.427713 0.070833 -1.355891
2 171791.7024338120 12.0000000000 1.0000000000 0.7081191762 67.0000000000 5.6090168726 0.8835251688 5.9335443512 0.0772296266 5.4414233808 0.1021890525 35.2069485683 -576.8519175347 26.3644891676 6.7328525168 -1.143762 -0.211725 2.671663 0.637331 -0.675191 -1.170537 -0.229840 4.483636 -5.000000 1.070272 0.464981 1.735224 -2.296425 4.228688 2.001886 -0.102830 0.319575 -1.432527 0.101046 -0.286675 1.887151 0.715288 -0.166898 1.355612 1.112121 0.445439 -3.057971 2.058422 -2.332518 -2.019123 -0.210536 1.024044 2.815456 -3.375393 2.942468 3.272926 -0.922790 -0.402725 -1.143633 -1.206598
17 15911.8083257914 12.0000000000 1.0000000000 1.8804233774 1.0000000000 6.3104692756 0.9977498489 2.9629177779 0.0697283730 2.5126659859 0.0591322893 8.7788817586 -1296.0252857422 27.0986675129 6.9278221672 2.465098 -0.667118 0.275637 1.199767 0.659038 0.978706 -0.829589 -1.322307 -3.698170 1.320233 4.950170 0.052575 -0.691670 1.948536 -1.329437 1.994790 0.590904 -2.114454 -2.246986 -1.585888 2.453482 -0.608771 -0.782215 3.451445 3.263913 0.527185 -5.000000 2.582416 -3.628811 -1.292725 -5.000000 -2.043000 2.320564 -0.531456 1.577212 1.712767 3.861703 2.521309 -2.134570 -1.585945
19 711.8052187539 12.0000000000 1.0000000000 1.8804233774 1.0000000000 6.3104692756 0.9977498489 2.9629177779 0.0697283730 2.5126659859 0.0591322893 8.7788817586 -1296.0252857422 27.0986675129 6.9278221672 0.651004 1.189872 4.000313 -1.515937 0.442308 -0.197049 0.306930 -0.949418 -3.751240 -1.189642 -1.509703 0.110313 0.454492 -1.316464 1.392883 1.206909 0.907416 -0.030498 -0.516216 -2.144491 -2.318442 -0.534736 2.099920 3.004489 0.731159 -0.860709 1.573455 5.000000 -0.392514 2.695848 -1.988346 -2.867155 2.321016 -2.392259 0.854081 0.891542 -0.034492 -1.215256 -1.578256 -0.890108
51 629.3972393750 12.0000000000 1.0000000000 1.7388584121 3.0000000000 6.2859124248 0.9938152597 4.4634359800 0.0337028925 3.9139048456 0.0323818647 19.9222607480 -1203.9843980119 25.5462902397 6.5462300966 -0.058072 3.627806 3.111649 -1.919310 2.027462 -0.909679 1.622414 -0.123605 -3.771562 -0.103547 -0.503113 -1.571961 -1.021117 2.636059 1.298663 1.078461 -2.276576 0.585936 -3.787678 0.381008 -1.251702 3.945068 -1.887993 2.313035 0.195748 1.844047 0.497499 2.059588 2.948410 0.518670 -1.141810 0.311488 0.943082 -0.129108 3.085869 2.469210 1.177974 0.625986 0.317890 -4.696041
85 519.3163447812 12.0000000000 1.0000000000 1.6436977443 5.0000000000 6.2623818959 0.9900485033 4.7500025241 -0.0035558640 4.2879285269 0.0064123216 22.5625239786 -1142.9195956674 24.5913838284 6.3104824343 -0.871691 2.257837 1.738378 -1.109373 1.946868 1.006242 2.350098 -0.344430 -3.064489 0.525770 -0.209012 -2.128920 -0.338856 3.872701 -0.245526 -1.088032 -0.953044 0.445207 -1.572226 0.639616 -1.173488 1.002993 -0.689940 3.108924 -0.969310 0.984994 -1.592075 1.202898 0.297169 2.492726 -3.368518 -1.776965 4.400708 -2.155801 1.613678 -2.460779 2.255620 0.922698 -2.387990 -2.986361
204 517.9051701059 12.0000000000 1.0000000000 1.4182699011 13.0000000000 6.1673148384 0.9746916872 5.6394800963 0.0155891168 5.3315479281 0.0236459224 31.8037357566 -1046.5640918470 24.8610035975 6.3504060505 0.305324 4.275529 4.975329 -0.304651 0.794732 4.914304 3.755854 0.117236 -0.740017 1.828924 -4.250805 -3.299569 -1.281774 1.509421 -2.504253 -0.024769 -0.182545 0.161636 -5.000000 -0.772272 3.555985 0.421262 1.780718 -2.201357 -1.926820 2.279763 2.448005 3.634176 -1.008388 -1.597102 -3.112387 1.323427 5.000000 -3.935627 1.033014 -2.208753 3.590530 3.260297 0.870764 -1.722455
295 501.4245113845 12.0000000000 1.0000000000 1.2212840086 19.0000000000 6.0995757625 0.9637339789 4.2358139146 0.0728544867 4.2695011045 0.0740503942 17.9421195188 -946.3037114587 24.8581952211 6.3465401878 1.013291 5.000000 5.000000 0.169798 2.977658 3.255872 4.957493 -1.178764 -0.545528 3.877740 -3.305957 -3.584473 -1.134409 2.046480 0.222776 0.529315 1.433336 0.615976 -2.982568 1.833029 2.299655 1.301568 -0.281963 -1.696187 -3.790373 0.229014 3.910585 4.615550 -1.149772 -0.903140 -0.815638 2.601539 4.456074 -2.647094 3.116484 -3.007923 3.104915 2.037506 1.979245 -2.486470
815 432.0752448892 12.0000000000 1.0000000000 0.8942337876 54.0000000000 5.7415839954 0.9051983588 5.6081983847 0.0292493867 5.1914916810 -0.0000380411 31.4518891216 -712.2129243805 25.3168381632 6.4062523816 0.667337 3.954211 2.966219 -1.128786 -1.093995 0.117174 3.338760 2.323226 -4.375954 5.000000 -2.950186 -3.344196 -0.654140 5.000000 -0.434977 2.381099 1.576340 -3.926250 -3.295867 0.453188 1.948407 4.865042 -2.840191 0.436109 -1.317944 -2.512871 4.540593 0.664160 -2.686427 -0.668324 -4.306922 4.226205 1.352873 -2.717743 4.676257 -1.222800 -0.929032 -2.922803 1.546190 -4.076862
968 405.9732115505 12.0000000000 1.0000000000 0.7916353795 64.0000000000 5.6452991352 0.8893601515 5.9806490738 -0.1162675639 5.4212562589 -0.1038401732 35.7681633440 -611.7453614084 24.8364554095 6.3444799406 -0.604937 3.974210 1.652136 -1.436877 -1.209564 -1.459093 4.560205 1.808022 -2.435383 2.975068 -3.264306 -4.046218 1.157085 2.631873 0.570988 0.442549 2.874223 -2.838504 -3.342134 0.898844 3.384129 5.000000 -2.822574 2.712957 1.073188 -2.039240 0.855739 0.738147 -2.152632 2.956208 -4.264187 3.863591 2.988819 -2.700438 4.224938 -0.340623 -1.314238 -2.569329 1.390920 -2.940912
1005 53895.0035932428 12.0000000000 1.0000000000 0.7553612927 67.0000000000 5.6130986179 0.8841136660 4.9183693583 0.1247005389 4.3790586799 0.0976239715 24.1903571444 -596.2283760085 25.3637481574 6.4802317422 0.714390 4.009797 2.267623 -0.821368 -2.669704 -1.557046 4.192239 1.016415 -1.350353 3.690333 -1.671140 -3.913267 1.411440 1.553983 -0.072487 0.186989 1.366610 -1.885516 -4.494668 0.807688 2.302189 3.617129 -2.807666 1.690856 0.645439 -1.057853 0.767658 0.812596 -2.194430 0.512331 -2.963986 3.165455 1.960398 -3.017893 3.915883 -0.732845 -2.178758 -3.063792 0.355449 -2.683411
