fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,bsf-progression_1.0,sigma,d_norm,d_mean,ps_norm,ps_mean,pc_norm,pc_mean,loglikelihood,mhl_norm,mhl_mean,std_y_last_1,mean_std_x_last_1,std_y_last_2,mean_std_x_last_2,BFGS,DE,Elitist,MLSL,Non-elitist,PSO
5,5,3,1,0.3903173039920924,0.10743992927185037,0.0,0.9999999999999799,0.31617622054102174,3.113459287959658e-09,6.509241394907603e-09,0.000597139831765716,0.999999999999996,0.0013526879869876706,0.0,0.0,0.47959844752566805,0.37970066475624015,0.0,0.0,0.46852905684123036,0.3412093395965612,0.1746276444878121,0.1746276444878121,0.48469172254417053,0.3833975455201649,0.21100504403066545,0.21100504403066545,0.47904177712051443,0.35412272351842466,0.6372973832208577,0.07211538461538461,2.3074005638159364e-08,0.17444717444717445,0.45454545454545453,0.4534792140859243,0.5369582167947313,0.5226958137769417,0.5768762008588261,0.5715996440873585,0.3761763450594783,0.45572967956125776,0.5678895436187528,0.6047925664649032,0.4930268895430943,0.491752566554073,0.6645328688769409,0.47077554202450334,0.27020331620259697,0.5816044107423224,0.6450670506180831,0.6563242150217261,0.8024578678524308,0.41116848012815577,0.8159697579186216,0.433479017599573,0.23184446588245555,1e-12,0.07890717931797532,1e-12,1e-12
5,5,4,1,0.4921459239305619,0.09189549937804553,0.0,0.9999999999999978,0.3161762205410234,3.1134546359445703e-09,6.5092419495984145e-09,0.0005971408881078488,0.9999999999999996,0.00016239969263713658,0.0,0.0,0.2337589541728058,0.1918585070018039,0.0,0.0,0.2224756298825959,0.13597374711090132,0.4761955771377169,0.4761955771377169,0.24552584686156587,0.2157463393442332,0.42811961462305925,0.42811961462305925,0.2283432276944904,0.15239475436998817,0.5668938185766377,0.079326923076923,7.993832797701598e-09,0.17690417690417692,0.3636363636363637,0.7666245942500475,0.6731354838045709,0.7471628745301234,0.6205271797011443,0.718727688508605,0.5523470165115598,0.5269004499621222,0.6955187824891667,0.7154706720690829,0.5638567696689842,0.12736689914614946,0.7253409050141364,0.09135049304947795,0.4233553280299809,0.43555581415990563,0.5083068323651201,0.6590903945726004,0.39930376911631593,0.55687810568855,0.46148325655325273,0.4922114389365675,0.09622720548970848,1e-12,0.03636369838658963,1e-12,1e-12
5,5,5,1,0.46347592465818355,0.059722286216751005,0.0,0.9999999999999837,0.3161762205410221,3.1134607827452382e-09,6.509240874911417e-09,0.0005971394590381707,0.9999999999999841,0.0005262283251219143,0.0,0.0,0.6152885300105516,0.43038421260255316,0.0,0.0,0.5922822845017001,0.3059725418657525,0.5390485991928831,0.5390485991928831,0.6164799308332412,0.4564416231655983,0.5078502070037629,0.5078502070037629,0.6009816246988131,0.33567475206503394,0.5668938185766377,0.07692307692307694,1.4276512041185231e-08,0.1670761670761671,0.3636363636363637,0.4601565824796434,0.39441289755168807,0.7096565456812376,0.6286868558057938,0.40373779255771824,0.6861461802745996,0.33148287422354494,0.6335962316256616,0.680924844704915,0.3656593105958578,0.38296305878265335,0.5551867520252195,0.3574959374030636,0.7255377206234019,0.2864028343872185,0.3996229116455594,0.35245822483750033,0.3338709811254308,0.1250031641942777,0.4154628974366332,0.8222684221743186,0.107006157046375,1e-12,0.020607066141447406,0.0023993436113633393,1e-12
5,5,6,1,0.4221153423373718,0.028941319108037433,0.5,0.9999999999999949,0.31617622054102235,3.1134586575606327e-09,6.509241571952981e-09,0.0005971399848394159,0.9999999999999958,0.0011512378773743106,0.0,0.0,0.27769882615179475,0.23970213312961847,0.0,0.0,0.261700473715778,0.17988957120422744,0.29901057175904944,0.29901057175904944,0.27347547851885395,0.24197245402410272,0.244777058486489,0.244777058486489,0.25128010819406044,0.17417931868013836,0.5668938185766375,0.08413461538461536,3.417264761444379e-08,0.1891891891891892,0.3636363636363637,0.5401536525543722,0.5792219937151435,0.7131210255496528,0.5110461532380457,0.3625868649406677,0.9999999999999999,0.4583005344057862,0.7770426878102974,0.8149781621930536,0.49561173413364484,0.4106397775241927,0.666751979234975,0.3863149643597796,0.2488076074018073,0.5568735839447259,0.7058917387750134,0.2471007311109793,0.35943949739688863,0.5123490777028598,0.6697844020901691,0.6327096394824313,0.052962579679121755,1e-12,0.04753186570750429,1e-12,1e-12
5,5,7,1,0.5048902624099789,0.05954773603250729,0.0,0.9999999999999949,0.3161762205410227,3.1134607806681228e-09,6.5092417765977725e-09,0.0005971395473538178,0.9999999999999964,0.0002554793877138739,0.0,0.0,0.34339156468032944,0.45686418383053723,0.0,0.0,0.3249989989519107,0.31969973339142843,0.25826276308508733,0.25826276308508733,0.34001517665266967,0.47253451925377443,0.21560007115207735,0.21560007115207735,0.31910298813464805,0.3298482933200997,0.6173911261921317,0.08413461538461536,2.9218308224184292e-08,0.18181818181818188,0.27272727272727276,0.49947410084577815,0.607726504365083,0.6665315596146665,0.5137159738599145,0.4290214418673064,0.40103341843186424,0.657413309973018,0.7083150838738881,0.7044710768013775,0.6899683980695022,0.18841524990761827,0.8336087779146315,0.15491850778945876,0.594200392855079,0.2529829288935699,0.2496070064108773,0.36682736494118984,0.7242134326026792,0.49096811798104645,0.7267053496706986,0.6951397366410372,0.056720968138818474,1e-12,0.015017871758511762,0.10021221422585491,1e-12
5,5,8,1,0.4026093587013832,0.05882867655918908,0.0,0.999999999999983,0.3161762205410224,3.1134610109098497e-09,6.509241409190521e-09,0.000597139461944449,0.9999999999999876,0.00043404812829519963,0.0,0.0,0.43155397362557685,0.4312600999154152,0.0,0.0,0.4201559948946137,0.3837774825054586,0.20074681386543514,0.20074681386543514,0.43255298224719485,0.44220231536403026,0.22627236549051455,0.22627236549051455,0.42537779948262744,0.40335343302680293,0.6173911261921317,0.08173076923076929,1.866629160862198e-08,0.18427518427518425,0.18181818181818188,0.6687169941776879,0.608748274195055,0.8196250199648965,0.47925152975907376,0.6982433353740186,0.5912443665192466,0.8678419897634959,0.9964504710883979,0.9401590932743638,0.8837827532138549,0.05849436995972446,1.0,0.019635370554870413,0.4092526466789028,0.2823616317088795,0.17152224628077217,0.40515667442904935,0.6067686483040362,0.3521276899473679,0.8522315952454971,0.46862873837137126,0.02260741928933126,1e-12,0.04986517312260106,1e-12,1e-12
5,5,9,1,0.45305071670687386,0.0694595479471138,0.0,0.9999999999999878,0.31617622054102346,3.11345745778249e-09,6.509241162538015e-09,0.0005971402034374243,0.9999999999999881,0.0003539922986966799,0.0,0.0,0.3882058628522574,0.3431838158556904,0.0,0.0,0.37452976532208276,0.2760770213403885,0.26162532329687904,0.26162532329687904,0.3879193959915608,0.3495213791686296,0.260679108659605,0.260679108659605,0.37621806912236766,0.2840137231557186,0.3122053091636485,0.07692307692307694,1.506775999945128e-08,0.13513513513513511,0.3636363636363637,0.6461633804739478,0.312640685369479,0.6374596035146112,0.7637296659961978,0.3987730964856542,0.660530102765437,0.559102078119567,0.7344888021160241,0.7590210651313161,0.5954174837007282,0.11500398987265253,0.7524360382284011,0.07847732623283604,0.24806169166493852,0.5532296350493677,0.6266053833030489,0.4299461328107197,0.5585768984923993,0.5941186187003017,0.7015379074467001,0.5730827428244248,0.1100425483012555,1e-12,0.02401761958777566,1e-12,1e-12
5,5,10,1,0.587069294375816,0.16476128732744522,0.0,0.9999999999999872,0.3161762205410223,3.113457239097121e-09,6.509241923117758e-09,0.0005971403246712764,0.9999999999999922,0.00036426229600244756,0.0,0.0,0.28289456429482357,0.2714156937105308,0.0,0.0,0.2905972525105263,0.31725910733833573,0.843355229981888,0.843355229981888,0.3242561111835882,0.3349478553908356,0.8882395667977114,0.8882395667977114,0.3346410756789933,0.37304623849591295,0.6372973832208573,0.079326923076923,2.368260322138793e-08,0.15479115479115482,0.3636363636363637,0.8004851969158046,0.6442072366852827,0.8223185297392445,0.6273900811150801,0.5710438140242012,0.4358166367179097,0.0,0.08968553331623141,0.08687500991236341,0.0,0.654951387056278,0.24126521860457995,0.640710108646998,0.7026112605762611,0.6547363605828229,0.6761939042194318,0.449909778120154,0.021980513502871668,0.29249590270311476,0.1149455473142571,0.8836100588918369,0.1564747721636766,1e-12,0.14158293877534708,1e-12,1e-12
5,5,11,1,0.5787210441060766,0.17425872261455855,0.0,0.9999999999999721,0.31617622054102223,3.113461374928737e-09,6.509241370322877e-09,0.0005971393797282935,0.9999999999999936,0.0005043829361230574,0.0,0.0,0.3802529222380941,0.5030668396086253,0.0,0.0,0.35479975380568485,0.3701889524567562,0.5539955450563556,0.5539955450563556,0.3926038012561284,0.5273334651021685,0.4593183226904518,0.4593183226904518,0.36484352122769015,0.3982097331640118,0.7581982554805717,0.07211538461538461,1.6775867507112817e-08,0.18181818181818188,0.27272727272727276,0.6166478256887263,0.532121999608719,0.5971543622355108,0.7022259157600452,0.4605801215882356,0.4888620439442334,0.42652675731442224,0.8026136049034971,0.8385875868199744,0.46352386502692805,0.34852969870289263,0.6392042790126138,0.32164140057285917,0.8514853069054178,0.09269810664013067,0.11649109798411583,0.020233302304041745,0.5020092569740213,0.13958460609269008,0.3712200923438336,0.7548609625513716,0.19842556190460958,1e-12,0.028135091077295796,1e-12,1e-12
5,5,12,1,0.6207197638734377,0.22974697682298573,0.5,0.9999999999999917,0.31617622054102185,3.113462382692729e-09,6.509241527850336e-09,0.0005971391779545683,0.9999999999999942,0.021603507007572614,0.0,0.0,0.27563221107871855,0.3516948446530978,0.0,0.0,0.2632645705264136,0.23065920379250576,0.43680687542671137,0.43680687542671137,0.28317350676533753,0.3721318450541784,0.39880649389370815,0.39880649389370815,0.26721939163234887,0.24804818075834598,0.6877946908363517,0.07692307692307694,3.59987973942735e-08,0.1572481572481573,0.45454545454545453,0.8107657088551198,0.6554135301030084,0.8067365135661971,0.4578096523420596,0.6562263239498946,0.6815005247584001,0.2914520089991721,0.4239641985760265,0.43026655766997735,0.3235670813925758,0.0898980169341887,0.5190502261792636,0.052335148219861294,0.4695819399180561,0.6137978971892073,0.6179187730609375,0.12631276871901875,0.5110886219939481,0.2025758369343169,0.5377738356271409,0.9692840044151558,0.08339809330901578,1e-12,0.2614350775257707,1e-12,1e-12
5,5,13,1,0.5144276551711822,0.10506760959412145,0.0,0.9999999999999898,0.31617622054102323,3.1134615774637233e-09,6.5092424853678e-09,0.0005971394447513643,0.9999999999999969,0.0001895484740148708,0.0,0.0,0.27303408395425904,0.30432513656255106,0.0,0.0,0.2581312546419095,0.2447489973998056,0.6679082362930888,0.6679082362930888,0.30072628026571424,0.3461934574648891,0.5914752347305448,0.5914752347305448,0.2801438659287998,0.28249975913582653,0.8086955630960657,0.08413461538461536,2.4322857140348796e-08,0.16461916461916465,0.45454545454545453,0.8506284543880108,0.8365632020056779,0.9243893994256959,0.23478891784512881,0.6137893377224197,0.5269232650250892,0.3732262177725376,0.6596591569854038,0.7030599283985595,0.40899480274187777,0.6530195745737809,0.592390629391836,0.6386985640038823,0.718813481730713,0.27950839293597585,0.36560572481913267,0.4017926584813901,0.20937097700277296,0.22758298648390418,0.2380330996893778,0.6709533245808267,0.10467537916337286,1e-12,0.028149788639627943,1e-12,1e-12
5,5,14,1,0.4864399713902826,0.021358597315342065,0.5,0.9999999999999958,0.3161762205410224,3.113458413830365e-09,6.509241794360286e-09,0.0005971400590249634,0.9999999999999987,0.0014011284986508554,0.0,0.0,0.45429700894745206,0.3389583025635045,0.0,0.0,0.4386150147270897,0.3036213246087114,0.19767866587419114,0.19767866587419114,0.45725851895600866,0.3397302372688598,0.2047388298585382,0.2047388298585382,0.44555822206694284,0.31069578331644754,0.44599294631692343,0.08413461538461536,1.7224817626399266e-08,0.18427518427518425,0.18181818181818188,0.4090142511252829,0.4593753468651576,0.28142014701888834,0.700094500422875,0.9596311747117727,0.5248262645315338,0.7020434098714836,0.9003637334243919,0.918468258315583,0.7320242725222106,0.4760455415734237,0.869714092905114,0.4544202369934575,0.6815563334140329,0.07509192028508971,0.004689169833568041,0.5045100175897874,0.8714375623915358,0.6833013800497788,0.8059078565861921,0.4718158491605022,0.03001922434786768,1e-12,0.011879983306759006,1e-12,1e-12
5,5,15,1,0.4475501944203517,0.264095522654181,1.0,0.9999999999999827,0.31617622054102296,3.1134591371704616e-09,6.509241876555501e-09,0.000597139911189542,0.9999999999999898,0.0003573674753339253,0.0,0.0,0.3582330962682863,0.36901472777683425,0.0,0.0,0.35041296522171156,0.3701398755367741,0.5999690177723811,0.5999690177723811,0.37416185773933935,0.40101944409067686,0.5928961971208371,0.5928961971208371,0.3675630030174069,0.40406131643214804,0.6877946908363513,0.079326923076923,8.702591655726457e-09,0.13513513513513511,0.45454545454545453,0.5868444106324736,0.4768273510095149,0.7136963976461779,0.5663136272123779,0.7872719560080732,0.14940422216455918,0.056228686389999005,0.0,0.0,0.06491169210557551,0.563523182519854,0.29699244154600096,0.5455083647119187,0.635459007212595,0.6712200655161289,0.6508707052181371,0.312884689806913,0.12162440624721427,0.2541011009510816,0.36852593608438244,0.5528047106080991,0.16102247504552414,1e-12,0.0953606465392135,1e-12,1e-12
5,5,16,1,0.4594335159808693,0.12380488029209713,0.0,0.9999999999999982,0.3161762205410219,3.113460614113367e-09,6.509241537003909e-09,0.000597139559890265,0.9999999999999973,0.0004805976259228577,0.0,0.0,0.4285598434417701,0.38129097541399964,0.0,0.0,0.4280584943562155,0.3603101398318478,0.45576499732947795,0.45576499732947795,0.4359193353323454,0.403337813884005,0.50683513596868,0.50683513596868,0.4393942770572675,0.3903537381605132,0.4459929463169232,0.08173076923076929,3.2436788903228845e-08,0.1277641277641278,0.45454545454545453,0.7124540775371763,0.6298140377771877,0.8082167578195316,0.6207746872743649,0.5800202589303264,0.03378598537358135,0.4278506300507523,0.28192149423907864,0.27554342572220847,0.4648669930134836,0.06316491306262906,0.6403573654656267,0.02449868215824136,0.49010393780317774,0.5392339962330208,0.40325041978728127,0.5817044825600727,0.3694532741479306,0.6103965018107073,0.5883722769573132,0.4895874989813958,0.27874949995347553,1e-12,0.11642418593839167,1e-12,1e-12
5,5,17,1,0.505759044826127,0.06389398935692678,0.0,0.9999999999999936,0.3161762205410222,3.113459956998721e-09,6.509241811892627e-09,0.0005971397282544855,0.9999999999999979,0.00014099863839542434,0.0,0.0,0.11313485378742422,0.2417295844619501,0.0,0.0,0.10786964010080943,0.21037796206818293,0.1984086601747368,0.1984086601747368,0.0856254325717885,0.23202046147101574,0.17877985420998765,0.17877985420998765,0.07119280651621729,0.20081737123477372,0.5163965109611433,0.08413461538461536,1.9685874906375236e-08,0.17444717444717445,0.45454545454545453,0.4663569077091616,0.6307389642331933,0.8530044655548481,0.426384130748545,0.6434821249823506,0.8621225974683351,0.6445487590753451,0.7560878475068016,0.780591451238319,0.6777469551672346,0.3035275960458085,0.8231165683929142,0.2747819147445532,0.33720900743321014,0.40851873996339716,0.4225463880568219,0.32465008588324196,0.6857700330630712,0.6323546374024286,0.7597077057961927,0.5677138726465005,0.10018865034585697,1e-12,0.13817067415723205,1e-12,1e-12
5,5,18,1,0.5485802897139289,0.09798956961286749,0.0,0.9999999999999968,0.3161762205410224,3.113460967480658e-09,6.509240986111924e-09,0.0005971394300729108,0.9999999999999979,0.006735669336496697,0.0,0.0,0.38420368070048994,0.1775065574763664,0.0,0.0,0.3763531285561544,0.1801841954460212,0.42207326504606346,0.42207326504606346,0.39062644129836444,0.1935238345045231,0.43704232825852474,0.43704232825852474,0.38558447368462695,0.1997038354150022,0.7581982554805717,0.07692307692307694,3.2436788903228845e-08,0.16461916461916465,0.7272727272727273,0.8316780215070277,0.7913371178465667,0.8444200265709902,0.49560891869537554,0.40478778462100495,0.6888904128879019,0.5200970541340846,0.5134962798041265,0.5306324726553431,0.5571504770183693,0.5133181112707219,0.7195834974658317,0.4932311668984395,0.5412105014873179,0.37742295708146756,0.3020562287997275,0.18075680924111726,0.5545150779903916,0.45075387312056725,0.5759265329719292,0.7436153442362593,0.055313223865566086,1e-12,0.262301235744904,1e-12,1e-12
5,5,19,1,0.38138894051026667,0.07630852336825655,0.0,0.9999999999999991,0.31617622054102235,3.1134632665186073e-09,6.509241536312909e-09,0.0005971389883574766,0.9999999999999987,0.00040701314324937516,0.0,0.0,0.3629791092228472,0.2968376103583082,0.0,0.0,0.3499827726030048,0.27145357652766944,0.8306119660533748,0.8306119660533748,0.39052311736403866,0.35531079973561563,0.7746338341569625,0.7746338341569625,0.376892211135632,0.3247319249307097,0.37558938167270317,0.07692307692307694,4.050030315632818e-09,0.16216216216216217,0.27272727272727276,0.7258156634098435,0.5238090179691812,0.6782778509371931,0.6304710841648461,0.6207212933514333,0.5332841451907353,0.5038179909926397,0.622844694322529,0.6420580489158336,0.5410489282863917,0.6291129488359137,0.7057601850937563,0.613805234067542,0.938368915605702,0.04790020224800062,0.0528998233312441,0.565144869384456,0.1708552960430747,0.2937714008826181,0.07829872345616407,0.7088665944945426,0.07817168876955971,1e-12,0.11504006783707983,1e-12,1e-12
6,1,0,2,0.6576288274626957,0.1776458563876222,0.0,0.8154565229657116,0.31626647062975294,1.426638068481141e-05,3.0038435792532648e-05,0.0005651290209925967,0.9759595402315817,0.00017277902931532932,0.0,0.0,0.29637904269508575,0.15601251525704474,0.0,0.0,0.2948745541539303,0.2136246248057293,0.6479660806338305,0.6479660806338305,0.3202917310393894,0.2065808390923256,0.6652751471718505,0.6652751471718505,0.32069071620167006,0.2608831337461275,0.6877946908363513,0.4879807692307692,7.058355427670667e-05,0.5528255528255529,0.45454545454545453,0.9106763793596834,0.515860683696872,0.9064320782140498,0.8591778247354037,0.4299037537159065,0.9366528029571405,0.4270384006230774,0.2487523733815351,0.25030894441550977,0.46999283089799804,0.8081413101555747,0.6696162581109086,0.7881321365896048,0.41771729493941034,0.6405771089012122,0.5529665396739789,0.18894022649781628,0.07778968138245412,0.19012847055639415,0.37794966180490475,4.338751579895251e-06,0.0005087364145572174,1.8858383768736665e-08,0.0025303720756210237,1.0776006855472558e-09,2.9137463077203864e-05
6,1,1,2,0.645587270964936,0.16547971910095965,0.5,0.8870772889283512,0.3162442492922846,1.1456655701481045e-05,1.7128049217919822e-05,0.0003796483492930464,0.9977313843556104,0.00044930565983173173,0.0,0.0,0.6123918210548424,0.39750263101923705,0.0,0.0,0.618613692464605,0.3979559609088652,0.43262208871695584,0.43262208871695584,0.6186420262928636,0.41829244033026314,0.5123128826979957,0.5123128826979957,0.6265909775429608,0.42846015361895695,0.6372973832208577,0.4663461538461538,3.560739021644584e-05,0.5012285012285014,0.3636363636363637,0.5279340680533767,0.5353065589251247,0.8528807087386425,0.6035594867442319,0.7909915604844566,0.9149237874620199,0.614398043471855,0.7659982177904769,0.8101632857773087,0.6542473426399986,0.40764768598641643,0.8498277055446697,0.3458705505805384,0.4613531380109146,0.25815515855816273,0.283280205877968,0.07908756441517448,0.402115466233149,0.11241542170844579,0.5756412033776557,8.664175853460708e-08,0.0005445794385634143,1.2906231915448765e-07,0.0015051546897132373,1.7817838469064574e-09,4.8531824667393845e-06
6,1,2,2,0.6175564693742319,0.16392519830610447,0.0,0.7394029322471001,0.3162182209557256,6.152872177426288e-07,1.6012848140743806e-05,0.00783237443332775,0.9662568064127286,0.00014386005774563737,0.0,0.0,0.4083820543409241,0.2797970602445968,0.0,0.0,0.41011164127381966,0.29543353502815195,0.2592058222812028,0.2592058222812028,0.40931462882595915,0.28061178643364426,0.34551758317608083,0.34551758317608083,0.41741906104312254,0.3123429513773871,0.6877946908363513,0.49519230769230754,0.00010589650307165714,0.5577395577395579,0.6363636363636365,0.6441271527710123,0.6242940165984918,0.7840861821717582,0.4834110933570714,0.3221460004421153,0.9523399351660197,0.6601942548564406,0.9327029746676896,0.954883588634182,0.6975483546584766,0.30096213938938504,0.8921785710525474,0.22805863994604414,0.5093689187173869,0.1896232824829569,0.3265334917960643,0.19575176754008197,0.5287615214067547,0.0830558285287567,0.757104775051006,4.747857705545163e-10,0.0021822799308534985,2.1387272441191242e-07,0.002765521831515402,1.4401814001791894e-08,6.134737195823188e-06
6,1,3,2,0.772198013528916,0.4318485935087979,0.5,0.6694288686802634,0.3162465996097833,5.262849833052951e-06,2.1996469341435946e-05,0.0011952672145725783,0.936934405239263,0.007637645868908629,0.0,0.0,0.33943261432514715,0.27235682640235764,0.0,0.0,0.328014408720983,0.274216912077792,0.23661091413616964,0.23661091413616964,0.33447423606680415,0.27010130858444065,0.24135870033804796,0.24135870033804796,0.32409584507882616,0.28022909016427444,0.7581982554805717,0.5048076923076923,3.2988808885391546e-05,0.5626535626535627,0.45454545454545453,0.8090367999767375,0.659714785719371,0.8432729222020182,0.42080986408227367,0.520223638933803,0.9594320934336307,0.38470987426335057,0.35433187996929405,0.38720084884016615,0.42668272750278347,0.39443816966410905,0.6272565006960957,0.3312833978723105,0.6951743755649566,0.3804860755506281,0.4138748979432445,0.14838316786897424,0.7714399883711831,0.1602045306924551,0.7362833906402111,1.0825698449903305e-12,0.003299036513679996,2.5195728220727776e-10,0.003685098145809898,2.736318778276341e-09,5.5603103990503215e-06
6,1,4,2,0.8349216933070986,0.575439536960227,0.5,0.8581803321604062,0.31623067947798894,1.0066379285335121e-06,2.6426087767079114e-05,0.007901237140847717,0.9873547152494757,0.0004937043486892532,0.0,0.0,0.624903712278235,0.4894620468026409,0.0,0.0,0.5906006170149081,0.4084472871357707,0.4144460665205565,0.4144460665205565,0.6320506712852141,0.5112148938829841,0.3549765227100754,0.3549765227100754,0.6075643315152295,0.43480916952956017,0.43344529091892703,0.4663461538461538,1.2914561319076342e-05,0.5356265356265357,0.7272727272727273,0.6311420360335905,0.3769874720387989,0.619988795642055,0.824124426116794,0.6763372863216307,0.97823807690766,0.5813613678933338,0.6878841396162247,0.7263513850271295,0.6226017655805354,0.6678239848000002,0.818876521812234,0.6331809485793756,0.37155265806668236,0.38003142229558073,0.4214154400090502,0.0364907553151826,0.43463045879656814,0.08546372231733623,0.5723741976416372,3.943647963272822e-06,0.0014896530106108768,1.1590970094487659e-10,0.003423573669438277,1.0049942685190918e-09,8.587436816821818e-07
6,1,5,2,0.5320912277202171,0.04450239488009737,0.0,0.8022388745079472,0.31623266322903737,7.84795617532365e-06,2.31029575416873e-05,0.0008198179418836002,0.976048403679951,0.00045786220841601124,0.0,0.0,0.21396265588673624,0.25118162132496674,0.0,0.0,0.2117081403959128,0.2580006880390162,0.5678036364724708,0.5678036364724708,0.2362349647982297,0.2855940640718602,0.5814799784540479,0.5814799784540479,0.23505238909813284,0.2943860454014515,0.5668938185766375,0.4711538461538461,0.00011140478137579754,0.5577395577395579,0.45454545454545453,0.8232697161824415,0.8092976922988782,0.8793046878482582,0.43039875727656546,0.5249780989335169,0.9998531031692193,0.22423070886139618,0.324665247830211,0.3790867842122019,0.25630441129749854,0.4745587873842211,0.4606167659228689,0.41975989121356305,0.6254188767335958,0.507047151757064,0.6011340461603432,0.08526489955809761,0.3024108215767236,0.06787752790464452,0.4055442016077735,2.800805827213789e-09,0.00038397886177233805,2.801686459123073e-10,0.002555901797249852,3.850417194072266e-08,5.553464698341862e-06
6,1,6,2,0.6201395187799625,0.1579646486625211,0.5,0.6841759376109463,0.31623253624453795,6.291844161823174e-06,1.9485293949867838e-05,0.0008663340922719875,0.7398809970890683,0.007559308029373816,0.0,0.0,0.2934081665393306,0.5448310385043522,0.0,0.0,0.2663415239674581,0.4210581328108375,0.3256073048930417,0.3256073048930417,0.29207156014309665,0.5678743634263604,0.18925505578477475,0.18925505578477475,0.25134303913076494,0.4449275575475219,0.24180174451942849,0.5096153846153848,4.949335761805433e-05,0.5700245700245701,0.3636363636363637,0.7988799650449144,0.7617119026637593,0.7108568981789647,0.3865539446056588,0.5892770114332164,0.8962831839730294,0.4252418702047023,0.5631325396444762,0.6015173631290089,0.4681678037373357,0.5392135579248631,0.667831277216642,0.4911575854976731,0.3792374209941105,0.5207634953672875,0.7431259121963483,0.19977785313395224,0.3854712425137665,0.06616962624557998,0.6304066546024609,2.3266585509091614e-06,0.0006826695247599222,2.5259031768553694e-10,0.0017554636035523206,1.4673551361655072e-08,1.2634426464230894e-05
6,1,7,2,0.5506734645849859,0.0387458528532474,0.0,0.8262151469341992,0.31621783233873385,9.533714299659496e-06,9.757750521383738e-06,0.00023639164981086177,0.9427772694782938,0.0008258125484653696,0.0,0.0,0.4058007697494014,0.31288049425732484,0.0,0.0,0.3842704379125992,0.26302238881102835,0.27081200252297055,0.27081200252297055,0.4069698368592644,0.3175444392947172,0.2278739880885019,0.2278739880885019,0.3856212949570226,0.2663339742590559,0.37558938167270317,0.43509615384615374,3.3846793247966093e-05,0.49877149877149884,0.3636363636363637,0.5901194809266791,0.6628753488831651,0.4524502627653126,0.507589862910381,0.5933338913278399,0.9973519858918837,0.6467202590259169,0.8378628835187971,0.8634353918843924,0.6848758878087643,0.37587074190425096,0.8797841739252092,0.31077955075488795,0.5336794082402498,0.21294995424691954,0.2807204533456349,0.06891778014120524,0.6496403003620004,0.0,0.6458193306378539,1.1376164083172175e-12,0.0004186803176251689,8.047073478542133e-10,0.0028535154768681804,8.692301883682186e-09,1.0295052496634463e-05
6,1,8,2,0.6667520033927212,0.20296018873905894,0.0,0.6916268498638154,0.3162169879487271,5.847437413304264e-05,3.550729799808277e-05,0.00010991166526469531,0.9875142162130441,0.0004783635271630998,0.0,0.0,0.4109955886976789,0.4606930282931478,0.0,0.0,0.4071872342991149,0.4071785269759416,0.3019133562607692,0.3019133562607692,0.4135037238014649,0.4781197607816277,0.35427025173329696,0.35427025173329696,0.4145752410200936,0.4334233624681862,0.19130443690393428,0.4807692307692308,0.00010865064222372732,0.5823095823095824,0.0,0.7005646910553721,0.5454723756094721,0.7943072968262623,0.5681013959803911,0.5774275784999695,0.9389210564350752,0.5179098648790195,0.3301156370268057,0.3175619172788,0.5608299609033198,0.5446135184498493,0.7584601649541249,0.4971207144222655,0.4319098628764122,0.5464642058005775,0.42082894434044826,0.36111312909818505,0.8654096072814053,0.2301073076493484,0.7140085262248439,2.613636513900103e-08,0.0005221234813881095,1.4337426047978827e-07,0.001781833895313357,2.8677507165141777e-08,1.5671981233351522e-05
