run_id,fid,iid,rep
18_3_12,18,3,12
18_3_13,18,3,13
18_3_14,18,3,14
18_3_15,18,3,15
18_3_16,18,3,16
18_3_17,18,3,17
18_3_18,18,3,18
18_3_19,18,3,19
18_3_2,18,3,2
18_3_3,18,3,3
18_3_4,18,3,4
18_3_5,18,3,5
18_3_6,18,3,6
18_3_7,18,3,7
18_3_8,18,3,8
18_3_9,18,3,9
18_4_0,18,4,0
18_4_1,18,4,1
18_4_10,18,4,10
18_4_11,18,4,11
18_4_12,18,4,12
18_4_13,18,4,13
18_4_14,18,4,14
18_4_15,18,4,15
18_4_16,18,4,16
18_4_17,18,4,17
18_4_18,18,4,18
18_4_19,18,4,19
18_4_2,18,4,2
18_4_3,18,4,3
18_4_4,18,4,4
18_4_5,18,4,5
18_4_6,18,4,6
18_4_7,18,4,7
18_4_8,18,4,8
18_4_9,18,4,9
18_5_0,18,5,0
18_5_1,18,5,1
18_5_10,18,5,10
18_5_11,18,5,11
18_5_12,18,5,12
18_5_13,18,5,13
18_5_14,18,5,14
18_5_15,18,5,15
18_5_16,18,5,16
18_5_17,18,5,17
18_5_18,18,5,18
18_5_19,18,5,19
18_5_2,18,5,2
18_5_3,18,5,3
18_5_4,18,5,4
18_5_5,18,5,5
18_5_6,18,5,6
18_5_7,18,5,7
18_5_8,18,5,8
18_5_9,18,5,9
18_6_0,18,6,0
18_6_1,18,6,1
18_6_10,18,6,10
18_6_11,18,6,11
18_6_12,18,6,12
18_6_13,18,6,13
18_6_14,18,6,14
18_6_15,18,6,15
18_6_16,18,6,16
18_6_17,18,6,17
18_6_18,18,6,18
18_6_19,18,6,19
18_6_2,18,6,2
18_6_3,18,6,3
18_6_4,18,6,4
18_6_5,18,6,5
18_6_6,18,6,6
18_6_7,18,6,7
18_6_8,18,6,8
18_6_9,18,6,9
18_7_0,18,7,0
18_7_1,18,7,1
18_7_10,18,7,10
18_7_11,18,7,11
18_7_12,18,7,12
18_7_13,18,7,13
18_7_14,18,7,14
18_7_15,18,7,15
18_7_16,18,7,16
18_7_17,18,7,17
18_7_18,18,7,18
18_7_19,18,7,19
18_7_2,18,7,2
18_7_3,18,7,3
18_7_4,18,7,4
18_7_5,18,7,5
18_7_6,18,7,6
18_7_7,18,7,7
18_7_8,18,7,8
18_7_9,18,7,9
19_1_0,19,1,0
19_1_1,19,1,1
19_1_10,19,1,10
19_1_11,19,1,11
19_1_12,19,1,12
19_1_13,19,1,13
19_1_14,19,1,14
19_1_15,19,1,15
19_1_16,19,1,16
19_1_17,19,1,17
19_1_18,19,1,18
19_1_19,19,1,19
19_1_2,19,1,2
19_1_3,19,1,3
19_1_4,19,1,4
19_1_5,19,1,5
19_1_6,19,1,6
19_1_7,19,1,7
19_1_8,19,1,8
19_1_9,19,1,9
19_2_0,19,2,0
19_2_1,19,2,1
19_2_10,19,2,10
19_2_11,19,2,11
19_2_12,19,2,12
19_2_13,19,2,13
19_2_14,19,2,14
19_2_15,19,2,15
19_2_16,19,2,16
19_2_17,19,2,17
19_2_18,19,2,18
19_2_19,19,2,19
19_2_2,19,2,2
19_2_3,19,2,3
19_2_4,19,2,4
19_2_5,19,2,5
19_2_6,19,2,6
19_2_7,19,2,7
19_2_8,19,2,8
19_2_9,19,2,9
19_3_0,19,3,0
19_3_1,19,3,1
19_3_10,19,3,10
19_3_11,19,3,11
19_3_12,19,3,12
19_3_13,19,3,13
19_3_14,19,3,14
19_3_15,19,3,15
19_3_16,19,3,16
19_3_17,19,3,17
19_3_18,19,3,18
19_3_19,19,3,19
19_3_2,19,3,2
19_3_3,19,3,3
19_3_4,19,3,4
19_3_5,19,3,5
19_3_6,19,3,6
19_3_7,19,3,7
19_3_8,19,3,8
19_3_9,19,3,9
19_4_0,19,4,0
19_4_1,19,4,1
19_4_10,19,4,10
19_4_11,19,4,11
19_4_12,19,4,12
19_4_13,19,4,13
19_4_14,19,4,14
19_4_15,19,4,15
19_4_16,19,4,16
19_4_17,19,4,17
19_4_18,19,4,18
19_4_19,19,4,19
19_4_2,19,4,2
19_4_3,19,4,3
19_4_4,19,4,4
19_4_5,19,4,5
19_4_6,19,4,6
19_4_7,19,4,7
19_4_8,19,4,8
19_4_9,19,4,9
19_5_0,19,5,0
19_5_1,19,5,1
19_5_10,19,5,10
19_5_11,19,5,11
19_5_12,19,5,12
19_5_13,19,5,13
19_5_14,19,5,14
19_5_15,19,5,15
19_5_16,19,5,16
19_5_17,19,5,17
19_5_18,19,5,18
19_5_19,19,5,19
19_5_2,19,5,2
19_5_3,19,5,3
19_5_4,19,5,4
19_5_5,19,5,5
19_5_6,19,5,6
19_5_7,19,5,7
19_5_8,19,5,8
19_5_9,19,5,9
19_6_0,19,6,0
19_6_1,19,6,1
19_6_10,19,6,10
19_6_11,19,6,11
19_6_12,19,6,12
19_6_13,19,6,13
19_6_14,19,6,14
19_6_15,19,6,15
19_6_16,19,6,16
19_6_17,19,6,17
19_6_18,19,6,18
19_6_19,19,6,19
19_6_2,19,6,2
19_6_3,19,6,3
19_6_4,19,6,4
19_6_5,19,6,5
19_6_6,19,6,6
19_6_7,19,6,7
19_6_8,19,6,8
19_6_9,19,6,9
19_7_0,19,7,0
19_7_1,19,7,1
19_7_10,19,7,10
19_7_11,19,7,11
19_7_12,19,7,12
19_7_13,19,7,13
19_7_14,19,7,14
19_7_15,19,7,15
19_7_16,19,7,16
19_7_17,19,7,17
19_7_18,19,7,18
19_7_19,19,7,19
19_7_2,19,7,2
19_7_3,19,7,3
19_7_4,19,7,4
19_7_5,19,7,5
19_7_6,19,7,6
19_7_7,19,7,7
19_7_8,19,7,8
19_7_9,19,7,9
1_1_0,1,1,0
1_1_1,1,1,1
1_1_10,1,1,10
1_1_11,1,1,11
1_1_12,1,1,12
1_1_13,1,1,13
1_1_14,1,1,14
1_1_15,1,1,15
1_1_16,1,1,16
1_1_17,1,1,17
1_1_18,1,1,18
1_1_19,1,1,19
1_1_2,1,1,2
1_1_3,1,1,3
1_1_4,1,1,4
1_1_5,1,1,5
1_1_6,1,1,6
1_1_7,1,1,7
1_1_8,1,1,8
1_1_9,1,1,9
1_2_0,1,2,0
1_2_1,1,2,1
1_2_10,1,2,10
1_2_11,1,2,11
1_2_12,1,2,12
1_2_13,1,2,13
1_2_14,1,2,14
1_2_15,1,2,15
1_2_16,1,2,16
1_2_17,1,2,17
1_2_18,1,2,18
1_2_19,1,2,19
1_2_2,1,2,2
1_2_3,1,2,3
1_2_4,1,2,4
1_2_5,1,2,5
1_2_6,1,2,6
1_2_7,1,2,7
1_2_8,1,2,8
1_2_9,1,2,9
1_3_0,1,3,0
1_3_1,1,3,1
1_3_10,1,3,10
1_3_11,1,3,11
1_3_12,1,3,12
1_3_13,1,3,13
1_3_14,1,3,14
1_3_15,1,3,15
1_3_16,1,3,16
1_3_17,1,3,17
1_3_18,1,3,18
1_3_19,1,3,19
1_3_2,1,3,2
1_3_3,1,3,3
1_3_4,1,3,4
1_3_5,1,3,5
1_3_6,1,3,6
1_3_7,1,3,7
1_3_8,1,3,8
1_3_9,1,3,9
1_4_0,1,4,0
1_4_1,1,4,1
1_4_10,1,4,10
1_4_11,1,4,11
1_4_12,1,4,12
1_4_13,1,4,13
1_4_14,1,4,14
1_4_15,1,4,15
1_4_16,1,4,16
1_4_17,1,4,17
1_4_18,1,4,18
1_4_19,1,4,19
1_4_2,1,4,2
1_4_3,1,4,3
1_4_4,1,4,4
1_4_5,1,4,5
1_4_6,1,4,6
1_4_7,1,4,7
1_4_8,1,4,8
1_4_9,1,4,9
1_5_0,1,5,0
1_5_1,1,5,1
1_5_10,1,5,10
1_5_11,1,5,11
1_5_12,1,5,12
1_5_13,1,5,13
1_5_14,1,5,14
1_5_15,1,5,15
1_5_16,1,5,16
1_5_17,1,5,17
1_5_18,1,5,18
1_5_19,1,5,19
1_5_2,1,5,2
1_5_3,1,5,3
1_5_4,1,5,4
1_5_5,1,5,5
1_5_6,1,5,6
1_5_7,1,5,7
1_5_8,1,5,8
1_5_9,1,5,9
1_6_0,1,6,0
1_6_1,1,6,1
1_6_10,1,6,10
1_6_11,1,6,11
1_6_12,1,6,12
1_6_13,1,6,13
1_6_14,1,6,14
1_6_15,1,6,15
1_6_16,1,6,16
1_6_17,1,6,17
1_6_18,1,6,18
1_6_19,1,6,19
1_6_2,1,6,2
1_6_3,1,6,3
1_6_4,1,6,4
1_6_5,1,6,5
1_6_6,1,6,6
1_6_7,1,6,7
1_6_8,1,6,8
1_6_9,1,6,9
1_7_0,1,7,0
1_7_1,1,7,1
1_7_10,1,7,10
1_7_11,1,7,11
1_7_12,1,7,12
1_7_13,1,7,13
1_7_14,1,7,14
1_7_15,1,7,15
1_7_16,1,7,16
1_7_17,1,7,17
1_7_18,1,7,18
1_7_19,1,7,19
1_7_2,1,7,2
1_7_3,1,7,3
1_7_4,1,7,4
1_7_5,1,7,5
1_7_6,1,7,6
1_7_7,1,7,7
1_7_8,1,7,8
1_7_9,1,7,9
20_1_0,20,1,0
20_1_1,20,1,1
20_1_10,20,1,10
20_1_11,20,1,11
20_1_12,20,1,12
20_1_13,20,1,13
20_1_14,20,1,14
20_1_15,20,1,15
20_1_16,20,1,16
20_1_17,20,1,17
20_1_18,20,1,18
20_1_19,20,1,19
20_1_2,20,1,2
20_1_3,20,1,3
20_1_4,20,1,4
20_1_5,20,1,5
20_1_6,20,1,6
20_1_7,20,1,7
20_1_8,20,1,8
20_1_9,20,1,9
20_2_0,20,2,0
20_2_1,20,2,1
20_2_10,20,2,10
20_2_11,20,2,11
20_2_12,20,2,12
20_2_13,20,2,13
20_2_14,20,2,14
20_2_15,20,2,15
20_2_16,20,2,16
20_2_17,20,2,17
20_2_18,20,2,18
20_2_19,20,2,19
20_2_2,20,2,2
20_2_3,20,2,3
20_2_4,20,2,4
20_2_5,20,2,5
20_2_6,20,2,6
20_2_7,20,2,7
20_2_8,20,2,8
20_2_9,20,2,9
20_3_0,20,3,0
20_3_1,20,3,1
20_3_10,20,3,10
20_3_11,20,3,11
20_3_12,20,3,12
20_3_13,20,3,13
20_3_14,20,3,14
20_3_15,20,3,15
20_3_16,20,3,16
20_3_17,20,3,17
20_3_18,20,3,18
20_3_19,20,3,19
20_3_2,20,3,2
20_3_3,20,3,3
20_3_4,20,3,4
20_3_5,20,3,5
20_3_6,20,3,6
20_3_7,20,3,7
20_3_8,20,3,8
20_3_9,20,3,9
20_4_0,20,4,0
20_4_1,20,4,1
20_4_10,20,4,10
20_4_11,20,4,11
20_4_12,20,4,12
20_4_13,20,4,13
20_4_14,20,4,14
20_4_15,20,4,15
20_4_16,20,4,16
20_4_17,20,4,17
20_4_18,20,4,18
20_4_19,20,4,19
20_4_2,20,4,2
20_4_3,20,4,3
20_4_4,20,4,4
20_4_5,20,4,5
20_4_6,20,4,6
20_4_7,20,4,7
20_4_8,20,4,8
20_4_9,20,4,9
20_5_0,20,5,0
20_5_1,20,5,1
20_5_10,20,5,10
20_5_11,20,5,11
20_5_12,20,5,12
20_5_13,20,5,13
20_5_14,20,5,14
20_5_15,20,5,15
20_5_16,20,5,16
20_5_17,20,5,17
20_5_18,20,5,18
20_5_19,20,5,19
20_5_2,20,5,2
20_5_3,20,5,3
20_5_4,20,5,4
20_5_5,20,5,5
20_5_6,20,5,6
20_5_7,20,5,7
20_5_8,20,5,8
20_5_9,20,5,9
20_6_0,20,6,0
20_6_1,20,6,1
20_6_10,20,6,10
20_6_11,20,6,11
20_6_12,20,6,12
20_6_13,20,6,13
20_6_14,20,6,14
20_6_15,20,6,15
20_6_16,20,6,16
20_6_17,20,6,17
20_6_18,20,6,18
20_6_19,20,6,19
20_6_2,20,6,2
20_6_3,20,6,3
20_6_4,20,6,4
20_6_5,20,6,5
20_6_6,20,6,6
20_6_7,20,6,7
20_6_8,20,6,8
20_6_9,20,6,9
20_7_0,20,7,0
20_7_1,20,7,1
20_7_10,20,7,10
20_7_11,20,7,11
20_7_12,20,7,12
20_7_13,20,7,13
20_7_14,20,7,14
20_7_15,20,7,15
20_7_16,20,7,16
20_7_17,20,7,17
20_7_18,20,7,18
20_7_19,20,7,19
20_7_2,20,7,2
20_7_3,20,7,3
20_7_4,20,7,4
20_7_5,20,7,5
20_7_6,20,7,6
20_7_7,20,7,7
20_7_8,20,7,8
20_7_9,20,7,9
21_1_0,21,1,0
21_1_1,21,1,1
21_1_10,21,1,10
21_1_11,21,1,11
21_1_12,21,1,12
21_1_13,21,1,13
21_1_14,21,1,14
21_1_15,21,1,15
21_1_16,21,1,16
21_1_17,21,1,17
21_1_18,21,1,18
21_1_19,21,1,19
21_1_2,21,1,2
21_1_3,21,1,3
21_1_4,21,1,4
21_1_5,21,1,5
21_1_6,21,1,6
21_1_7,21,1,7
21_1_8,21,1,8
21_1_9,21,1,9
21_2_0,21,2,0
21_2_1,21,2,1
21_2_10,21,2,10
21_2_11,21,2,11
21_2_12,21,2,12
21_2_13,21,2,13
21_2_14,21,2,14
21_2_15,21,2,15
21_2_16,21,2,16
21_2_17,21,2,17
21_2_18,21,2,18
21_2_19,21,2,19
21_2_2,21,2,2
21_2_3,21,2,3
21_2_4,21,2,4
21_2_5,21,2,5
21_2_6,21,2,6
21_2_7,21,2,7
21_2_8,21,2,8
21_2_9,21,2,9
21_3_0,21,3,0
21_3_1,21,3,1
21_3_10,21,3,10
21_3_11,21,3,11
21_3_12,21,3,12
21_3_13,21,3,13
21_3_14,21,3,14
21_3_15,21,3,15
21_3_16,21,3,16
21_3_17,21,3,17
21_3_18,21,3,18
21_3_19,21,3,19
21_3_2,21,3,2
21_3_3,21,3,3
21_3_4,21,3,4
21_3_5,21,3,5
21_3_6,21,3,6
21_3_7,21,3,7
21_3_8,21,3,8
21_3_9,21,3,9
21_4_0,21,4,0
21_4_1,21,4,1
21_4_10,21,4,10
21_4_11,21,4,11
21_4_12,21,4,12
21_4_13,21,4,13
21_4_14,21,4,14
21_4_15,21,4,15
21_4_16,21,4,16
21_4_17,21,4,17
21_4_18,21,4,18
21_4_19,21,4,19
21_4_2,21,4,2
21_4_3,21,4,3
21_4_4,21,4,4
21_4_5,21,4,5
21_4_6,21,4,6
21_4_7,21,4,7
21_4_8,21,4,8
21_4_9,21,4,9
21_5_0,21,5,0
21_5_1,21,5,1
21_5_10,21,5,10
21_5_11,21,5,11
21_5_12,21,5,12
21_5_13,21,5,13
21_5_14,21,5,14
21_5_15,21,5,15
21_5_16,21,5,16
21_5_17,21,5,17
21_5_18,21,5,18
21_5_19,21,5,19
21_5_2,21,5,2
21_5_3,21,5,3
21_5_4,21,5,4
21_5_5,21,5,5
21_5_6,21,5,6
21_5_7,21,5,7
21_5_8,21,5,8
21_5_9,21,5,9
21_6_0,21,6,0
21_6_1,21,6,1
21_6_10,21,6,10
21_6_11,21,6,11
21_6_12,21,6,12
21_6_13,21,6,13
21_6_14,21,6,14
21_6_15,21,6,15
21_6_16,21,6,16
21_6_17,21,6,17
21_6_18,21,6,18
21_6_19,21,6,19
21_6_2,21,6,2
21_6_3,21,6,3
21_6_4,21,6,4
21_6_5,21,6,5
21_6_6,21,6,6
21_6_7,21,6,7
21_6_8,21,6,8
21_6_9,21,6,9
21_7_0,21,7,0
21_7_1,21,7,1
21_7_10,21,7,10
21_7_11,21,7,11
21_7_12,21,7,12
21_7_13,21,7,13
21_7_14,21,7,14
21_7_15,21,7,15
21_7_16,21,7,16
21_7_17,21,7,17
21_7_18,21,7,18
21_7_19,21,7,19
21_7_2,21,7,2
21_7_3,21,7,3
21_7_4,21,7,4
21_7_5,21,7,5
21_7_6,21,7,6
21_7_7,21,7,7
21_7_8,21,7,8
21_7_9,21,7,9
22_1_0,22,1,0
22_1_1,22,1,1
22_1_10,22,1,10
22_1_11,22,1,11
22_1_12,22,1,12
22_1_13,22,1,13
22_1_14,22,1,14
22_1_15,22,1,15
22_1_16,22,1,16
22_1_17,22,1,17
22_1_18,22,1,18
22_1_19,22,1,19
22_1_2,22,1,2
22_1_3,22,1,3
22_1_4,22,1,4
22_1_5,22,1,5
22_1_6,22,1,6
22_1_7,22,1,7
22_1_8,22,1,8
22_1_9,22,1,9
22_2_0,22,2,0
22_2_1,22,2,1
22_2_10,22,2,10
22_2_11,22,2,11
22_2_12,22,2,12
22_2_13,22,2,13
22_2_14,22,2,14
22_2_15,22,2,15
22_2_16,22,2,16
22_2_17,22,2,17
22_2_18,22,2,18
22_2_19,22,2,19
22_2_2,22,2,2
22_2_3,22,2,3
22_2_4,22,2,4
22_2_5,22,2,5
22_2_6,22,2,6
22_2_7,22,2,7
22_2_8,22,2,8
22_2_9,22,2,9
22_3_0,22,3,0
22_3_1,22,3,1
22_3_10,22,3,10
22_3_11,22,3,11
22_3_12,22,3,12
22_3_13,22,3,13
22_3_14,22,3,14
22_3_15,22,3,15
22_3_16,22,3,16
22_3_17,22,3,17
22_3_18,22,3,18
22_3_19,22,3,19
22_3_2,22,3,2
22_3_3,22,3,3
22_3_4,22,3,4
22_3_5,22,3,5
22_3_6,22,3,6
22_3_7,22,3,7
22_3_8,22,3,8
22_3_9,22,3,9
22_4_0,22,4,0
22_4_1,22,4,1
22_4_10,22,4,10
22_4_11,22,4,11
22_4_12,22,4,12
22_4_13,22,4,13
22_4_14,22,4,14
22_4_15,22,4,15
22_4_16,22,4,16
22_4_17,22,4,17
22_4_18,22,4,18
22_4_19,22,4,19
22_4_2,22,4,2
22_4_3,22,4,3
22_4_4,22,4,4
22_4_5,22,4,5
22_4_6,22,4,6
22_4_7,22,4,7
22_4_8,22,4,8
22_4_9,22,4,9
22_5_0,22,5,0
22_5_1,22,5,1
22_5_10,22,5,10
22_5_11,22,5,11
22_5_12,22,5,12
22_5_13,22,5,13
22_5_14,22,5,14
22_5_15,22,5,15
22_5_16,22,5,16
22_5_17,22,5,17
22_5_18,22,5,18
22_5_19,22,5,19
22_5_2,22,5,2
22_5_3,22,5,3
22_5_4,22,5,4
22_5_5,22,5,5
22_5_6,22,5,6
22_5_7,22,5,7
22_5_8,22,5,8
22_5_9,22,5,9
22_6_0,22,6,0
22_6_1,22,6,1
22_6_10,22,6,10
22_6_11,22,6,11
22_6_12,22,6,12
22_6_13,22,6,13
22_6_14,22,6,14
22_6_15,22,6,15
22_6_16,22,6,16
22_6_17,22,6,17
22_6_18,22,6,18
22_6_19,22,6,19
22_6_2,22,6,2
22_6_3,22,6,3
22_6_4,22,6,4
22_6_5,22,6,5
22_6_6,22,6,6
22_6_7,22,6,7
22_6_8,22,6,8
22_6_9,22,6,9
22_7_0,22,7,0
22_7_1,22,7,1
22_7_10,22,7,10
22_7_11,22,7,11
22_7_12,22,7,12
22_7_13,22,7,13
22_7_14,22,7,14
22_7_15,22,7,15
22_7_16,22,7,16
22_7_17,22,7,17
22_7_18,22,7,18
22_7_19,22,7,19
22_7_2,22,7,2
22_7_3,22,7,3
22_7_4,22,7,4
22_7_5,22,7,5
22_7_6,22,7,6
22_7_7,22,7,7
22_7_8,22,7,8
22_7_9,22,7,9
23_1_0,23,1,0
23_1_1,23,1,1
23_1_10,23,1,10
23_1_11,23,1,11
23_1_12,23,1,12
23_1_13,23,1,13
23_1_14,23,1,14
23_1_15,23,1,15
23_1_16,23,1,16
23_1_17,23,1,17
23_1_18,23,1,18
23_1_19,23,1,19
23_1_2,23,1,2
23_1_3,23,1,3
23_1_4,23,1,4
23_1_5,23,1,5
23_1_6,23,1,6
23_1_7,23,1,7
23_1_8,23,1,8
23_1_9,23,1,9
23_2_0,23,2,0
23_2_1,23,2,1
23_2_10,23,2,10
23_2_11,23,2,11
23_2_12,23,2,12
23_2_13,23,2,13
23_2_14,23,2,14
23_2_15,23,2,15
23_2_16,23,2,16
23_2_17,23,2,17
23_2_18,23,2,18
23_2_19,23,2,19
23_2_2,23,2,2
23_2_3,23,2,3
23_2_4,23,2,4
23_2_5,23,2,5
23_2_6,23,2,6
23_2_7,23,2,7
23_2_8,23,2,8
23_2_9,23,2,9
23_3_0,23,3,0
23_3_1,23,3,1
23_3_10,23,3,10
23_3_11,23,3,11
23_3_12,23,3,12
23_3_13,23,3,13
23_3_14,23,3,14
23_3_15,23,3,15
23_3_16,23,3,16
23_3_17,23,3,17
23_3_18,23,3,18
23_3_19,23,3,19
23_3_2,23,3,2
23_3_3,23,3,3
23_3_4,23,3,4
23_3_5,23,3,5
23_3_6,23,3,6
23_3_7,23,3,7
23_3_8,23,3,8
23_3_9,23,3,9
23_4_0,23,4,0
23_4_1,23,4,1
23_4_10,23,4,10
23_4_11,23,4,11
23_4_12,23,4,12
23_4_13,23,4,13
23_4_14,23,4,14
23_4_15,23,4,15
23_4_16,23,4,16
23_4_17,23,4,17
23_4_18,23,4,18
23_4_19,23,4,19
23_4_2,23,4,2
23_4_3,23,4,3
23_4_4,23,4,4
23_4_5,23,4,5
23_4_6,23,4,6
23_4_7,23,4,7
23_4_8,23,4,8
23_4_9,23,4,9
23_5_0,23,5,0
23_5_1,23,5,1
23_5_10,23,5,10
23_5_11,23,5,11
23_5_12,23,5,12
23_5_13,23,5,13
23_5_14,23,5,14
23_5_15,23,5,15
23_5_16,23,5,16
23_5_17,23,5,17
23_5_18,23,5,18
23_5_19,23,5,19
23_5_2,23,5,2
23_5_3,23,5,3
23_5_4,23,5,4
23_5_5,23,5,5
23_5_6,23,5,6
23_5_7,23,5,7
23_5_8,23,5,8
23_5_9,23,5,9
23_6_0,23,6,0
23_6_1,23,6,1
23_6_10,23,6,10
23_6_11,23,6,11
23_6_12,23,6,12
23_6_13,23,6,13
23_6_14,23,6,14
23_6_15,23,6,15
23_6_16,23,6,16
23_6_17,23,6,17
23_6_18,23,6,18
23_6_19,23,6,19
23_6_2,23,6,2
23_6_3,23,6,3
23_6_4,23,6,4
23_6_5,23,6,5
23_6_6,23,6,6
23_6_7,23,6,7
23_6_8,23,6,8
23_6_9,23,6,9
23_7_0,23,7,0
23_7_1,23,7,1
23_7_10,23,7,10
23_7_11,23,7,11
23_7_12,23,7,12
23_7_13,23,7,13
23_7_14,23,7,14
23_7_15,23,7,15
23_7_16,23,7,16
23_7_17,23,7,17
23_7_18,23,7,18
23_7_19,23,7,19
23_7_2,23,7,2
23_7_3,23,7,3
23_7_4,23,7,4
23_7_5,23,7,5
23_7_6,23,7,6
23_7_7,23,7,7
23_7_8,23,7,8
23_7_9,23,7,9
24_1_0,24,1,0
24_1_1,24,1,1
24_1_10,24,1,10
24_1_11,24,1,11
24_1_12,24,1,12
24_1_13,24,1,13
24_1_14,24,1,14
24_1_15,24,1,15
24_1_16,24,1,16
24_1_17,24,1,17
24_1_18,24,1,18
24_1_19,24,1,19
24_1_2,24,1,2
24_1_3,24,1,3
24_1_4,24,1,4
24_1_5,24,1,5
24_1_6,24,1,6
24_1_7,24,1,7
24_1_8,24,1,8
24_1_9,24,1,9
24_2_0,24,2,0
24_2_1,24,2,1
24_2_10,24,2,10
24_2_11,24,2,11
24_2_12,24,2,12
24_2_13,24,2,13
24_2_14,24,2,14
24_2_15,24,2,15
24_2_16,24,2,16
24_2_17,24,2,17
24_2_18,24,2,18
24_2_19,24,2,19
24_2_2,24,2,2
24_2_3,24,2,3
24_2_4,24,2,4
24_2_5,24,2,5
24_2_6,24,2,6
24_2_7,24,2,7
24_2_8,24,2,8
24_2_9,24,2,9
24_3_0,24,3,0
24_3_1,24,3,1
24_3_10,24,3,10
24_3_11,24,3,11
24_3_12,24,3,12
24_3_13,24,3,13
24_3_14,24,3,14
24_3_15,24,3,15
24_3_16,24,3,16
24_3_17,24,3,17
24_3_18,24,3,18
24_3_19,24,3,19
24_3_2,24,3,2
24_3_3,24,3,3
24_3_4,24,3,4
24_3_5,24,3,5
24_3_6,24,3,6
24_3_7,24,3,7
24_3_8,24,3,8
24_3_9,24,3,9
24_4_0,24,4,0
24_4_1,24,4,1
24_4_10,24,4,10
24_4_11,24,4,11
24_4_12,24,4,12
24_4_13,24,4,13
24_4_14,24,4,14
24_4_15,24,4,15
24_4_16,24,4,16
24_4_17,24,4,17
24_4_18,24,4,18
24_4_19,24,4,19
24_4_2,24,4,2
24_4_3,24,4,3
24_4_4,24,4,4
24_4_5,24,4,5
24_4_6,24,4,6
24_4_7,24,4,7
24_4_8,24,4,8
24_4_9,24,4,9
24_5_0,24,5,0
24_5_1,24,5,1
24_5_10,24,5,10
24_5_11,24,5,11
24_5_12,24,5,12
24_5_13,24,5,13
24_5_14,24,5,14
24_5_15,24,5,15
24_5_16,24,5,16
24_5_17,24,5,17
24_5_18,24,5,18
24_5_19,24,5,19
24_5_2,24,5,2
24_5_3,24,5,3
24_5_4,24,5,4
24_5_5,24,5,5
24_5_6,24,5,6
24_5_7,24,5,7
24_5_8,24,5,8
24_5_9,24,5,9
24_6_0,24,6,0
24_6_1,24,6,1
24_6_10,24,6,10
24_6_11,24,6,11
24_6_12,24,6,12
24_6_13,24,6,13
24_6_14,24,6,14
24_6_15,24,6,15
24_6_16,24,6,16
24_6_17,24,6,17
24_6_18,24,6,18
24_6_19,24,6,19
24_6_2,24,6,2
24_6_3,24,6,3
24_6_4,24,6,4
24_6_5,24,6,5
24_6_6,24,6,6
24_6_7,24,6,7
24_6_8,24,6,8
24_6_9,24,6,9
24_7_0,24,7,0
24_7_1,24,7,1
24_7_10,24,7,10
24_7_11,24,7,11
24_7_12,24,7,12
24_7_13,24,7,13
24_7_14,24,7,14
24_7_15,24,7,15
24_7_16,24,7,16
24_7_17,24,7,17
24_7_18,24,7,18
24_7_19,24,7,19
24_7_2,24,7,2
24_7_3,24,7,3
24_7_4,24,7,4
24_7_5,24,7,5
24_7_6,24,7,6
24_7_7,24,7,7
24_7_8,24,7,8
24_7_9,24,7,9
2_1_0,2,1,0
2_1_1,2,1,1
2_1_10,2,1,10
2_1_11,2,1,11
2_1_12,2,1,12
2_1_13,2,1,13
2_1_14,2,1,14
2_1_15,2,1,15
2_1_16,2,1,16
2_1_17,2,1,17
2_1_18,2,1,18
2_1_19,2,1,19
2_1_2,2,1,2
2_1_3,2,1,3
2_1_4,2,1,4
2_1_5,2,1,5
2_1_6,2,1,6
2_1_7,2,1,7
2_1_8,2,1,8
2_1_9,2,1,9
2_2_0,2,2,0
2_2_1,2,2,1
2_2_10,2,2,10
2_2_11,2,2,11
2_2_12,2,2,12
2_2_13,2,2,13
2_2_14,2,2,14
2_2_15,2,2,15
2_2_16,2,2,16
2_2_17,2,2,17
2_2_18,2,2,18
2_2_19,2,2,19
2_2_2,2,2,2
2_2_3,2,2,3
2_2_4,2,2,4
2_2_5,2,2,5
2_2_6,2,2,6
2_2_7,2,2,7
2_2_8,2,2,8
2_2_9,2,2,9
2_3_0,2,3,0
2_3_1,2,3,1
2_3_10,2,3,10
2_3_11,2,3,11
2_3_12,2,3,12
2_3_13,2,3,13
2_3_14,2,3,14
2_3_15,2,3,15
2_3_16,2,3,16
2_3_17,2,3,17
2_3_18,2,3,18
2_3_19,2,3,19
2_3_2,2,3,2
2_3_3,2,3,3
2_3_4,2,3,4
2_3_5,2,3,5
2_3_6,2,3,6
2_3_7,2,3,7
2_3_8,2,3,8
2_3_9,2,3,9
2_4_0,2,4,0
2_4_1,2,4,1
2_4_10,2,4,10
2_4_11,2,4,11
2_4_12,2,4,12
2_4_13,2,4,13
2_4_14,2,4,14
2_4_15,2,4,15
2_4_16,2,4,16
2_4_17,2,4,17
2_4_18,2,4,18
2_4_19,2,4,19
2_4_2,2,4,2
2_4_3,2,4,3
2_4_4,2,4,4
2_4_5,2,4,5
2_4_6,2,4,6
2_4_7,2,4,7
2_4_8,2,4,8
2_4_9,2,4,9
2_5_0,2,5,0
2_5_1,2,5,1
2_5_10,2,5,10
2_5_11,2,5,11
2_5_12,2,5,12
2_5_13,2,5,13
2_5_14,2,5,14
2_5_15,2,5,15
2_5_16,2,5,16
