98 51.5611945046 17.0000000000 2.0000000000 1.6168739018 6.0000000000 6.2526530663 0.9884716476 5.2766768672 -0.2346319271 4.7847062579 -0.2093770114 27.8433187608 -1213.8001759498 27.6878529597 7.0803433337 2.818969 3.197201 0.020312 0.298403 1.695870 2.657539 0.380658 -0.536533 -1.019534 0.947633 0.952530 -2.540277 -0.275682 -0.257405 -5.000000 2.024046 -5.000000 -0.002905 -0.433508 2.256280 -2.166971 -4.045742 -3.418238 3.993327 3.683266 -3.704444 0.374724 -1.220761 2.895878 -2.551012 3.468531 -1.804495 -0.562813 -2.025832 -1.743393 0.447841 1.215804 -4.279340 -3.578482 -0.128206
221 39.2921275686 17.0000000000 2.0000000000 1.4088033289 14.0000000000 6.1689123331 0.9749399344 5.0594351293 0.0222118100 4.6303425510 0.0066644985 25.5978838279 -1046.9855859259 25.0165999057 6.4236316059 -1.655835 4.675337 -0.566493 -2.684335 -0.358151 2.340616 0.968124 2.260821 1.382200 2.870796 3.364806 -1.623173 -5.000000 2.972614 -1.762339 0.083314 -4.624305 4.253016 0.352530 -2.783255 2.429730 -3.737849 -4.027827 1.577415 2.841340 -0.990691 2.027807 -3.045768 -1.987679 -2.729986 -0.111187 0.188914 1.754910 1.751441 -1.295604 1.364789 1.657550 -2.206171 -2.616509 2.532256
598 36.5190875959 17.0000000000 2.0000000000 0.9180127869 39.0000000000 5.8961685642 0.9309519594 5.2910295865 -0.1386238194 4.6126911734 -0.1406424621 27.9949940850 -747.9727164096 25.1041424947 6.3691444945 -3.539733 0.182657 -3.258421 0.353008 0.669717 3.244028 0.948286 2.697345 -1.595915 0.197869 -1.654617 -3.852105 -2.277151 1.114010 -3.251373 -1.065115 -2.423397 2.401856 -1.366750 -2.955389 3.578349 -1.032060 -3.058421 3.554481 3.696358 -1.596600 -1.206202 -2.758928 -3.292432 -1.607091 1.712079 1.361103 4.059465 2.029487 -3.817299 1.320070 4.323367 -0.869036 -3.749378 0.312010
997 33.6397784429 17.0000000000 2.0000000000 0.8112361382 66.0000000000 5.6381337214 0.8886921779 6.1208472024 -0.0129745670 5.4077918721 0.0373385395 37.4647704747 -616.9762956280 24.3598524778 6.2284342235 -4.132286 5.000000 -0.755833 1.493832 2.125484 1.330964 0.407843 3.841669 -0.291368 -1.133307 -0.337417 -3.388722 -0.185802 1.269221 -3.808754 -2.011447 -5.000000 -2.161334 1.243301 0.137465 2.508158 -0.368528 -3.317089 3.856605 1.021720 -1.094164 -0.395208 -1.280744 -5.000000 -4.941344 3.761958 1.681576 2.896705 3.699903 -5.000000 3.755750 2.084608 1.086145 -4.317260 1.155808
1005 69.5750578137 17.0000000000 2.0000000000 0.8107679218 67.0000000000 5.6291215162 0.8872051620 6.2541030385 -0.0931042468 5.6086385797 -0.0304195389 39.1138048167 -623.5373903814 24.7442448942 6.3010618401 -3.950108 2.978124 0.563760 1.348750 0.564462 3.369894 1.304069 3.846374 -0.968417 -1.382393 -0.515135 -3.646482 0.513051 2.102542 -5.000000 -1.295724 -4.147524 -2.032675 2.980907 -0.812010 1.623804 -0.123660 -4.046657 5.000000 1.370015 -1.464864 0.507672 -0.792676 -4.480214 -3.127590 4.681463 1.481230 2.738126 5.000000 -3.442470 3.945258 1.631337 2.017697 -4.079757 0.005043
evaluations raw_y rep iid sigma t d_norm d_mean ps_norm ps_mean pc_norm pc_mean ps_squared loglikelihood mhl_norm mhl_mean x0 x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 x14 x15 x16 x17 x18 x19 x20 x21 x22 x23 x24 x25 x26 x27 x28 x29 x30 x31 x32 x33 x34 x35 x36 x37 x38 x39
1 92.7731487974 18.0000000000 2.0000000000 0.8107679218 67.0000000000 5.6291215162 0.8872051620 6.2541030385 -0.0931042468 5.6086385797 -0.0304195389 39.1138048167 -623.5373903814 24.7442448942 6.3010618401 0.158857 4.380405 -0.269784 0.321036 0.885396 1.246783 2.017807 0.788498 -0.672773 -1.291813 1.610915 0.832886 1.149239 -2.203343 -1.989514 2.691039 1.163736 1.074477 4.134094 -0.580648 1.202730 -1.129054 -2.335903 -2.044004 1.767039 -1.067489 -2.700864 0.460188 1.789710 2.741520 4.927403 2.255803 -1.638428 0.134928 2.154433 -1.107090 1.355235 2.082987 -3.502844 0.237339
3 56.5400344143 18.0000000000 2.0000000000 0.8107679218 67.0000000000 5.6291215162 0.8872051620 6.2541030385 -0.0931042468 5.6086385797 -0.0304195389 39.1138048167 -623.5373903814 24.7442448942 6.3010618401 -0.174362 1.644271 2.495598 3.301620 1.700529 -1.598621 -3.629665 0.715032 5.000000 -0.919494 0.630584 -1.754030 2.037075 -4.383478 3.329803 -0.372067 2.385558 4.724396 -3.123623 -1.119754 -2.409913 1.493696 2.317411 1.418015 2.406870 0.207203 -1.770732 -0.875081 0.719683 0.534531 -0.005894 2.677875 -3.713073 -1.457597 0.989475 0.064753 2.110180 -1.080551 0.684843 -1.378653
6 45.2252176464 18.0000000000 2.0000000000 0.8107679218 67.0000000000 5.6291215162 0.8872051620 6.2541030385 -0.0931042468 5.6086385797 -0.0304195389 39.1138048167 -623.5373903814 24.7442448942 6.3010618401 1.689023 1.087558 -0.936384 -1.498741 -2.352626 2.806540 1.361561 -0.758157 3.883901 0.546218 -0.950802 1.283863 -1.114723 -1.416906 1.573397 -0.529431 1.368263 0.001056 -2.731892 0.914473 2.867268 -1.829772 0.206108 -1.928527 1.339961 0.465556 1.159308 -2.102529 -1.940810 2.085356 0.131708 -2.801878 3.742524 2.703296 2.060785 0.795531 0.495310 -2.619728 -0.121044 -1.109956
55 45.0216966800 18.0000000000 2.0000000000 1.7193003048 3.0000000000 6.2825629961 0.9932962972 4.2526582414 0.0675602979 3.7220824231 0.0595583091 18.0851021185 -1204.2331538835 25.8547061119 6.5584420597 2.272375 -4.329424 0.023630 -1.473793 -0.438889 1.623776 -0.296921 1.986519 -0.259503 -2.915548 -1.114688 0.229672 -0.802086 -1.282816 0.004212 3.029500 -1.238834 -3.985705 -3.820820 0.767409 1.502335 -2.317509 0.353112 -0.665379 2.574567 -1.483237 -1.381406 -4.719020 -0.818873 0.966053 -1.487083 -2.307793 0.938354 -1.407652 -2.556221 -0.930876 3.114490 -2.664551 -0.032003 -1.296646
340 41.8309478978 18.0000000000 2.0000000000 1.2149452070 22.0000000000 6.0723608134 0.9593790534 5.1031269093 -0.1161923540 4.5682221048 -0.1320269727 26.0419042525 -920.8064354865 24.0505999336 6.1361553212 3.676397 -2.503266 -0.748917 3.055080 0.007301 5.000000 1.137654 1.912385 -4.634280 -1.468250 4.220968 -2.745333 -0.237046 -3.165103 -3.404687 1.591897 0.967946 -2.921612 -3.751934 -2.348267 0.610015 -5.000000 -3.823455 -2.641930 2.746774 -2.403293 -1.405841 -3.935211 2.314095 -2.118366 -3.219576 2.103651 -2.275873 0.770863 -0.317858 0.016540 0.912985 0.247710 -5.000000 0.938717
377 38.1223479338 18.0000000000 2.0000000000 1.1759580656 25.0000000000 6.0433995154 0.9546597494 5.8834956582 -0.1030384080 5.3536461156 -0.1339918360 34.6155211606 -909.0572280953 24.4974851108 6.2626072249 -0.021818 -3.011300 -0.987664 2.454203 2.773607 2.245043 5.000000 3.717544 -4.763569 -0.264852 1.896918 -2.656968 -0.038551 -3.874518 -2.016734 1.881893 1.831313 -4.925146 -5.000000 -4.827439 -0.197115 -2.073065 -3.890337 -2.812011 2.477346 -3.110593 -2.865378 -4.846331 -0.133590 -2.972335 -2.616804 2.074811 -3.766482 3.782850 0.558138 0.884137 1.118875 -1.293207 -4.660338 1.259561
1005 92.3232037537 18.0000000000 2.0000000000 0.7231921178 67.0000000000 5.6067138575 0.8839192121 5.3268012433 0.0556762603 4.5400287567 0.0666277925 28.3748114851 -557.9313255695 24.9252896222 6.3610588667 1.152097 -3.565864 2.502230 3.010198 3.286874 2.236893 -1.338269 2.433306 -3.180603 -1.102811 0.134044 0.556755 4.372547 -1.797377 0.102583 3.216867 2.585815 -1.947202 -3.896758 -3.687682 -2.449684 -2.542506 0.651061 -4.598543 4.180481 -2.826424 -4.837708 -2.316945 1.676654 -1.276804 -4.046684 -2.581697 -3.495308 2.107367 2.819592 3.952072 3.055366 3.081030 0.176530 -2.986671
evaluations raw_y rep iid sigma t d_norm d_mean ps_norm ps_mean pc_norm pc_mean ps_squared loglikelihood mhl_norm mhl_mean x0 x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 x14 x15 x16 x17 x18 x19 x20 x21 x22 x23 x24 x25 x26 x27 x28 x29 x30 x31 x32 x33 x34 x35 x36 x37 x38 x39
1 107.8650302710 19.0000000000 2.0000000000 0.7231921178 67.0000000000 5.6067138575 0.8839192121 5.3268012433 0.0556762603 4.5400287567 0.0666277925 28.3748114851 -557.9313255695 24.9252896222 6.3610588667 0.442007 -0.680930 -1.155497 -0.808063 -1.206579 -0.487705 2.070687 1.161507 0.504827 -2.925092 -3.096683 0.530545 -0.001792 -2.031985 0.223979 -2.383904 3.111088 -1.866600 1.053068 -0.299929 1.045571 2.684310 3.117043 2.511988 1.817207 -1.681803 2.011170 -2.047608 0.363548 -0.833362 3.956817 3.834889 -2.062014 -0.966624 -1.290160 0.120696 1.095861 1.690297 -2.414363 0.749681
2 71.4234170917 19.0000000000 2.0000000000 0.7231921178 67.0000000000 5.6067138575 0.8839192121 5.3268012433 0.0556762603 4.5400287567 0.0666277925 28.3748114851 -557.9313255695 24.9252896222 6.3610588667 1.884696 -0.702528 0.919470 -0.097033 0.830964 -1.403752 0.370929 0.936700 0.079047 1.432281 -0.963377 -0.104982 -0.544557 0.615971 -3.521307 2.300448 -0.435462 -2.441175 -0.687231 3.097524 -0.415951 -0.483348 -0.249192 1.121828 2.617625 1.896513 1.583996 -0.380984 -0.014522 -1.350757 -1.515831 -2.504505 -1.530213 2.654848 0.492101 0.135669 -1.362209 -0.242765 -1.653856 -2.964715
3 67.2930287155 19.0000000000 2.0000000000 0.7231921178 67.0000000000 5.6067138575 0.8839192121 5.3268012433 0.0556762603 4.5400287567 0.0666277925 28.3748114851 -557.9313255695 24.9252896222 6.3610588667 0.904479 0.916412 2.467994 -2.345355 1.446211 0.625442 2.493022 -2.886419 -1.060698 -2.177859 -0.437805 0.407340 1.486318 0.883542 0.659916 0.806712 -1.806701 -0.101681 2.106765 -2.779372 -3.154332 1.137469 -2.110791 -2.462959 -0.487851 -0.472062 1.172666 -3.678947 -2.594238 -2.617865 -1.325683 0.350740 -3.289920 1.706522 0.341217 -3.320893 4.198935 2.542746 -1.417901 0.352400
11 66.3806126013 19.0000000000 2.0000000000 0.7231921178 67.0000000000 5.6067138575 0.8839192121 5.3268012433 0.0556762603 4.5400287567 0.0666277925 28.3748114851 -557.9313255695 24.9252896222 6.3610588667 2.047279 -1.727417 -3.328255 1.744306 1.562503 -5.000000 -2.817384 -1.349274 0.771183 -0.663622 -0.793103 -1.072852 -0.727505 1.101716 -0.227731 1.441999 -2.120964 1.721131 -0.204578 1.826469 -0.904508 -0.620144 -2.234289 0.916792 1.214465 -1.083783 -0.777229 -0.687431 0.769335 -0.742883 -3.037140 -3.716223 -0.513300 1.035506 1.423976 -1.506932 0.875155 0.074857 -0.963217 -2.108285
12 52.6690842111 19.0000000000 2.0000000000 0.7231921178 67.0000000000 5.6067138575 0.8839192121 5.3268012433 0.0556762603 4.5400287567 0.0666277925 28.3748114851 -557.9313255695 24.9252896222 6.3610588667 -0.801274 -1.358306 0.211836 -0.242415 0.182935 1.705633 5.000000 3.834646 1.109399 2.411712 -2.419304 0.781576 -3.618073 -1.713305 -4.290671 -0.236779 2.994655 -0.500138 0.719619 2.589974 2.311735 -1.446583 -1.003237 -0.125012 -0.644681 -0.195511 -3.833539 0.878992 -2.133722 -3.094878 -1.004497 0.756729 -0.240321 -2.965528 2.964107 1.853150 0.160069 2.067514 -2.107939 -0.800173
30 44.1982663761 19.0000000000 2.0000000000 1.8819167523 1.0000000000 6.3119431351 0.9979831210 3.0056981547 -0.1014794776 2.5489453583 -0.0860584231 9.0342213972 -1267.0133346412 25.9900690730 6.6456193829 1.509812 0.569013 -2.385350 -0.681614 -1.593056 -3.730801 1.998505 -0.214527 -0.372770 1.674041 -0.631534 -3.650989 2.286418 -2.134790 0.154958 2.480217 3.875187 -1.150120 0.646618 0.879021 -2.270858 0.603839 -3.763726 -2.545706 -1.562372 -2.635127 0.444675 -0.509400 -2.867491 -3.787369 -1.351386 -3.662180 2.006022 -0.316474 1.873821 0.784019 -0.464918 2.310788 -5.000000 0.938116
687 38.6406100837 19.0000000000 2.0000000000 0.9443812783 45.0000000000 5.8251588353 0.9190606491 5.3998379548 0.0776034542 5.0409243601 0.0471893878 29.1582499378 -711.7254286949 23.0985494008 5.8613263648 2.839202 -4.392838 -0.587077 1.316170 -3.186987 4.963236 -2.684619 3.094457 -3.877197 3.564445 4.874873 -2.406854 5.000000 3.904871 3.479764 -1.321798 -3.959975 2.694689 -3.333278 -2.046364 -5.000000 -1.541323 0.638333 2.557356 -0.195144 0.826945 -2.430673 -2.479814 -1.138008 0.232240 -3.954697 -5.000000 0.960894 -3.212357 -3.206201 -2.364186 1.854322 -3.139522 -2.990658 0.530508
1005 61.7899571083 19.0000000000 2.0000000000 0.8834134726 67.0000000000 5.6046966142 0.8832161843 5.7243360520 0.1944288733 4.8199733512 0.1552080415 32.7680232362 -714.2300644310 26.6352938290 6.7607849854 3.854385 -3.121119 -1.914952 3.471975 -5.000000 4.425695 -3.623348 1.964897 2.900507 2.769357 4.981540 -1.532114 3.037183 4.134399 5.000000 -3.279198 -4.409237 0.533909 -2.729307 -4.744438 -5.000000 -1.245949 0.399539 -0.079947 0.607686 1.156065 -4.139116 -3.280562 -2.098580 1.949155 -3.862673 -4.461062 4.215128 0.218854 -4.817100 -3.806157 2.525637 -0.262695 -4.773256 1.972714
evaluations raw_y rep iid sigma t d_norm d_mean ps_norm ps_mean pc_norm pc_mean ps_squared loglikelihood mhl_norm mhl_mean x0 x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 x14 x15 x16 x17 x18 x19 x20 x21 x22 x23 x24 x25 x26 x27 x28 x29 x30 x31 x32 x33 x34 x35 x36 x37 x38 x39
1 95.0212907026 0.0000000000 3.0000000000 0.8834134726 67.0000000000 5.6046966142 0.8832161843 5.7243360520 0.1944288733 4.8199733512 0.1552080415 32.7680232362 -714.2300644310 26.6352938290 6.7607849854 3.528105 0.800314 1.957476 4.481786 3.735116 -1.954556 1.900177 -0.302714 -0.206438 0.821197 0.288087 2.908547 1.522075 0.243350 0.887726 0.667349 2.988158 -0.410317 0.626135 -1.708191 -5.000000 1.307237 1.728872 -1.484330 4.539509 -2.908731 0.091517 -0.374368 3.065558 2.938718 0.309895 0.756325 -1.775571 -3.961593 -0.695824 0.312698 2.460581 2.404760 -0.774654 -0.604606
2 93.4340499922 0.0000000000 3.0000000000 0.8834134726 67.0000000000 5.6046966142 0.8832161843 5.7243360520 0.1944288733 4.8199733512 0.1552080415 32.7680232362 -714.2300644310 26.6352938290 6.7607849854 -2.097106 -2.840036 -3.412540 3.901551 -1.019304 -0.876149 -2.505591 1.554981 -3.227796 -0.425481 -1.790933 0.773805 -1.021610 -2.361264 -0.056364 0.856664 0.133034 0.604944 -1.268644 -0.725482 -1.344921 -0.719106 -1.626293 -3.452565 0.354852 -0.803562 -3.260397 0.925565 -1.814597 0.103891 1.458181 0.257966 2.278801 -2.469652 0.804683 -1.369620 -1.741594 -1.157699 -0.623105 0.112331
3 65.8124744111 0.0000000000 3.0000000000 0.8834134726 67.0000000000 5.6046966142 0.8832161843 5.7243360520 0.1944288733 4.8199733512 0.1552080415 32.7680232362 -714.2300644310 26.6352938290 6.7607849854 -2.330300 1.801653 0.931325 -3.072487 2.976504 3.791778 2.357559 -0.359850 -2.141505 2.108903 -0.806354 2.444890 0.416550 1.953278 0.712733 1.413146 0.021000 3.571741 0.253824 0.803979 3.766301 -2.695518 -2.540970 1.938793 -2.346247 3.887242 -0.827238 -1.494910 3.845884 2.961030 3.735118 1.812089 -1.722451 3.820130 -0.536007 1.604913 1.894504 -0.310020 1.228159 1.844413
6 64.2942866842 0.0000000000 3.0000000000 0.8834134726 67.0000000000 5.6046966142 0.8832161843 5.7243360520 0.1944288733 4.8199733512 0.1552080415 32.7680232362 -714.2300644310 26.6352938290 6.7607849854 -0.738364 -0.478758 2.199319 1.310527 1.280263 -3.233912 -0.048652 -1.476062 0.559849 -0.196301 1.820358 0.634436 1.572656 -0.932838 -1.888893 -0.820099 -0.034041 0.758303 4.518618 -0.084514 -1.911890 -0.691964 -0.927192 0.962963 -3.081594 0.126524 0.313013 0.464362 -1.194632 -0.475843 -2.848122 -0.986640 -1.085723 0.832100 -2.312365 1.562396 2.988969 -4.139970 0.852517 1.353816
11 47.0863748960 0.0000000000 3.0000000000 0.8834134726 67.0000000000 5.6046966142 0.8832161843 5.7243360520 0.1944288733 4.8199733512 0.1552080415 32.7680232362 -714.2300644310 26.6352938290 6.7607849854 -1.197308 -2.231794 1.533326 0.712586 -3.537077 0.710964 1.629040 0.117851 -0.370107 -1.615297 -2.893069 1.600596 -0.618229 -0.466933 3.465442 1.369002 0.741650 0.284124 3.039990 3.439179 1.859010 1.164449 -4.189206 0.247444 -0.260214 0.187906 1.886092 -5.000000 -1.138624 0.539809 -0.933691 -2.833812 1.737927 0.553744 -1.942209 0.629634 1.643171 0.010585 1.601130 0.156520
103 47.0312125046 0.0000000000 3.0000000000 1.6706592892 6.0000000000 6.2540972020 0.9887045442 5.3263729038 0.0889344923 4.8926410379 0.0839012722 28.3702483108 -1181.2074750330 25.7610546514 6.5557253426 -2.308738 0.365874 3.007611 -0.395982 1.081117 -2.408124 1.113783 1.035470 0.365526 -5.000000 -5.000000 -0.174356 0.577275 3.929651 0.974258 -2.330571 -3.383835 -2.427102 1.297977 -0.698654 -3.770242 2.444439 -5.000000 1.362194 0.350492 1.370458 0.936392 -3.459197 3.771596 -0.850226 -1.615385 -4.765628 -1.274355 -1.407121 -5.000000 4.657716 2.970551 -1.975419 1.403179 4.824765
531 46.9177730008 0.0000000000 3.0000000000 1.0563991008 35.0000000000 5.9449025170 0.9386381156 5.3180777694 -0.0760143655 4.6854628649 -0.0690576640 28.2819511609 -852.6542492494 25.5890619295 6.5095270223 0.639177 -3.827729 0.975443 -1.162103 -0.273489 -3.048754 3.822537 -1.501510 1.149997 -3.554964 -3.295031 0.340331 0.941572 3.285016 -0.128227 2.241517 -5.000000 -3.250102 5.000000 5.000000 -1.638604 3.010072 0.776144 -2.505255 -3.824742 -1.914902 1.812641 1.063228 -0.296888 -4.033491 -2.161195 2.030942 0.558367 1.030338 -2.147858 4.162656 2.991764 -4.078292 -3.703703 1.736093
786 45.5734317142 0.0000000000 3.0000000000 0.8419099011 52.0000000000 5.7677743669 0.9099185444 5.1368431890 -0.0440960502 4.3608957083 -0.0287163966 26.3871579484 -695.0065961899 25.8654533254 6.5813490737 -2.549060 -4.152885 1.225153 1.095643 3.261266 -2.630136 1.147534 -1.217486 0.983657 -5.000000 -4.714473 2.977895 2.505277 3.446213 -0.594157 1.293042 -1.043203 -1.914850 1.040442 1.568120 -2.463595 3.427485 2.627868 -2.589987 -3.926901 -2.739190 0.231301 0.729599 1.535294 -4.732923 -1.274923 4.682680 1.543264 3.798179 -2.611113 4.966794 1.996081 -3.568662 -4.380412 1.164441
938 38.9856005092 0.0000000000 3.0000000000 0.7994423088 62.0000000000 5.6698192414 0.8938395425 5.3825193812 0.0077297666 4.7174303117 0.0007873148 28.9715148894 -633.9442935013 25.1748394840 6.4010363663 -3.879547 -3.375852 2.547189 1.586573 3.698305 -3.141014 2.018269 0.779756 0.650400 -4.733446 -3.780084 1.719120 3.051934 3.724861 0.195045 1.375290 -2.595551 -4.198960 -0.382373 4.478794 -1.014872 3.669764 2.482377 -0.578482 -3.361576 -3.168429 0.738965 -0.950673 -0.432905 -3.971395 -0.315574 2.328288 0.566899 3.662251 -3.595551 3.189541 1.465998 -2.404007 -3.488057 0.963657
1005 82.4493869556 0.0000000000 3.0000000000 0.7627044904 67.0000000000 5.6167248187 0.8851686029 6.5712983811 0.0958680382 5.6264379361 0.0696354126 43.1819624141 -592.2452741233 25.0266085560 6.3770505937 -2.674496 -2.945847 3.601684 1.635917 2.593412 -4.626324 0.883821 0.378302 2.313430 -2.430972 -3.924769 1.808095 3.502895 2.988140 -1.693139 0.848270 -0.640024 -4.679241 -0.277273 2.885853 -3.123502 5.000000 3.189752 -2.543283 -5.000000 -2.509279 0.401690 -1.133528 -1.156552 -4.216388 -0.801544 2.305846 1.226266 4.416008 -2.027391 2.659998 0.832937 -2.814858 -2.800631 0.920834
evaluations raw_y rep iid sigma t d_norm d_mean ps_norm ps_mean pc_norm pc_mean ps_squared loglikelihood mhl_norm mhl_mean x0 x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 x14 x15 x16 x17 x18 x19 x20 x21 x22 x23 x24 x25 x26 x27 x28 x29 x30 x31 x32 x33 x34 x35 x36 x37 x38 x39
1 79.8656113050 1.0000000000 3.0000000000 0.7627044904 67.0000000000 5.6167248187 0.8851686029 6.5712983811 0.0958680382 5.6264379361 0.0696354126 43.1819624141 -592.2452741233 25.0266085560 6.3770505937 3.248691 -1.223513 -1.056344 -2.145937 1.730815 -4.603077 3.489624 -1.522414 0.638078 -0.498741 2.924216 -4.120281 -0.644834 -0.768109 2.267539 -2.199783 -0.344856 -1.755717 0.084427 1.165630 -2.201238 2.289447 1.803181 1.004989 1.801712 -1.367456 -0.245780 -1.871539 -0.535776 1.060711 -1.383322 -0.793507 -1.374345 -1.690411 -1.342492 -0.025329 -2.234621 0.468831 3.319604 1.484088
2 74.0430589208 1.0000000000 3.0000000000 0.7627044904 67.0000000000 5.6167248187 0.8851686029 6.5712983811 0.0958680382 5.6264379361 0.0696354126 43.1819624141 -592.2452741233 25.0266085560 6.3770505937 -0.383671 -1.775258 -1.494317 3.384909 0.101616 -1.273991 0.381831 4.200510 0.240318 1.234406 0.600341 -0.704500 -2.285036 -0.698685 -0.417788 1.173246 1.677967 1.862204 0.571175 1.770282 -1.508796 2.505736 1.025860 -0.596186 0.977036 -0.151143 2.263259 3.039634 4.371151 -2.792993 -2.888228 -1.008932 0.320074 1.752338 0.631270 -4.044402 -0.612408 1.655949 0.460189 1.524022
3 68.5331139028 1.0000000000 3.0000000000 0.7627044904 67.0000000000 5.6167248187 0.8851686029 6.5712983811 0.0958680382 5.6264379361 0.0696354126 43.1819624141 -592.2452741233 25.0266085560 6.3770505937 -0.444656 -0.401516 0.373123 0.820103 0.396599 0.238017 -1.341325 0.755128 0.243643 2.258968 2.397836 0.370313 -0.750570 -1.277461 0.846989 0.154680 -0.687707 0.087194 -1.240002 1.396064 -0.894257 2.449015 0.806983 1.187157 -2.189824 0.338765 1.481113 -1.907401 -0.532437 0.065229 -2.746235 0.630319 1.692321 -1.719032 0.701092 -2.624567 -0.077391 -3.231545 2.242835 0.817801
4 66.7772192283 1.0000000000 3.0000000000 0.7627044904 67.0000000000 5.6167248187 0.8851686029 6.5712983811 0.0958680382 5.6264379361 0.0696354126 43.1819624141 -592.2452741233 25.0266085560 6.3770505937 -0.049234 -1.550323 2.547512 3.934203 -3.715964 2.472328 3.255302 0.676023 -2.398536 1.726691 -0.361841 -1.207841 -2.460116 1.101075 1.585614 -1.247061 1.041153 -2.288683 1.603722 0.093135 -0.373140 -0.203492 1.737772 1.500823 1.058931 0.275402 0.155642 1.236761 0.464989 1.365103 -0.620234 -4.869676 2.077649 4.373959 0.882729 -0.200310 -0.272889 -0.238108 0.034819 -2.244037
16 58.2954591838 1.0000000000 3.0000000000 1.8672462031 1.0000000000 6.3107955070 0.9978036937 2.5839549710 0.0759075810 2.1912912376 0.0643724906 6.6768232921 -1259.2846528345 25.8999136691 6.6400047465 -1.244155 1.581497 0.570056 1.853321 0.147568 0.168986 1.967745 -0.697605 -1.281263 -0.458442 -1.116294 -0.128485 -0.650792 2.576074 0.918828 -3.505743 -2.665272 -0.769509 0.824888 -1.349093 2.060193 5.000000 1.594744 -1.415623 0.048636 0.104011 0.877317 -1.248489 -1.911840 0.785395 -1.577801 1.005563 4.919315 1.152561 -0.544086 -2.562153 -2.393812 0.487861 -1.171019 -0.456439
23 54.2158002830 1.0000000000 3.0000000000 1.8672462031 1.0000000000 6.3107955070 0.9978036937 2.5839549710 0.0759075810 2.1912912376 0.0643724906 6.6768232921 -1259.2846528345 25.8999136691 6.6400047465 -3.063868 -0.487673 -1.694414 2.389261 -0.695012 3.941800 2.525293 -1.521881 -0.817835 0.438243 0.802646 1.370676 -0.252829 -0.462377 0.235224 -0.443871 -2.998034 -1.937746 0.032405 -3.350924 1.666840 1.010642 1.592752 -1.115757 0.853764 -0.782060 0.135741 -3.697651 2.881621 1.847615 -3.265423 -5.000000 -1.709434 1.101163 0.039272 -2.550540 0.453328 1.270011 0.146333 1.236524
57 52.9018962339 1.0000000000 3.0000000000 1.7127355809 3.0000000000 6.2858505713 0.9938190711 4.4178426252 0.0772683121 3.8679482443 0.0672788762 19.5173334606 -1243.2978956787 27.3642954968 6.9849776475 -0.066176 0.498207 -2.815890 1.361623 -4.011445 -0.000597 2.004555 -1.206688 -1.878051 -0.521578 0.162638 1.239116 -1.908895 2.081145 5.000000 -0.351398 0.540943 -2.089581 0.014445 -3.321429 -1.983777 0.468011 2.035038 -1.807851 0.633247 0.475730 -0.770828 -1.984683 -0.117318 -0.921931 -0.195777 1.698781 1.874928 0.369572 -2.820248 -3.913329 3.195061 0.640781 -1.553238 2.062103
140 48.1043500415 1.0000000000 3.0000000000 1.4627838997 9.0000000000 6.2131226260 0.9821667123 4.9308975934 -0.1341798501 4.4656052798 -0.1266475380 24.3137510768 -1072.3573605031 24.8505696525 6.3556735923 -0.247168 4.261470 -2.442047 4.764507 0.059993 -1.348143 0.841032 -3.890760 -0.014736 -2.450993 -2.350990 -1.061403 1.270892 1.783825 3.414992 -0.887076 -1.537410 0.707647 -4.186863 -4.281865 -0.918310 5.000000 -2.019586 -1.325773 1.578835 -0.335397 -0.987333 -2.205946 0.854967 -1.073567 -1.134555 -3.004048 2.023485 -3.091600 -0.353202 1.083737 1.190821 1.488783 -1.094438 3.108047
143 43.4506039362 1.0000000000 3.0000000000 1.4627838997 9.0000000000 6.2131226260 0.9821667123 4.9308975934 -0.1341798501 4.4656052798 -0.1266475380 24.3137510768 -1072.3573605031 24.8505696525 6.3556735923 1.424331 2.194151 -2.274886 2.799360 0.974729 0.532409 1.607968 -2.093305 0.917196 -3.216259 -1.094989 -1.349433 0.865374 2.714154 2.817021 -2.039674 -0.921142 -4.966453 -3.027907 -3.407810 -4.311779 3.359512 3.645327 -2.181877 0.492388 1.508571 -5.000000 -1.278243 2.618194 -2.599479 -0.610612 -0.954387 1.981480 -2.799840 -0.055654 -2.657719 0.782969 -0.437474 0.249980 1.943945
295 39.9848224732 1.0000000000 3.0000000000 1.3693029142 19.0000000000 6.1117051242 0.9656669725 5.9018981363 -0.0733949763 5.5829029457 -0.0750327352 34.8324016108 -987.1291303988 23.5335179983 6.0134955960 2.180670 3.415761 0.345104 2.173223 -1.999767 -3.088328 -0.548256 -1.697928 0.503627 -2.870161 -4.071029 -3.126627 -0.158421 -0.871306 1.328738 -3.412460 -0.711594 -3.686484 -3.065700 -3.438820 -5.000000 2.502092 3.128539 -4.349472 4.480958 2.116185 -0.631337 -1.820962 2.244035 0.700309 -1.469894 0.505395 4.463380 -5.000000 -5.000000 -1.255327 2.682042 0.796632 -4.360553 -0.742642
